date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/27/2025,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"1,978,531","$170,767,010.61",10.82%
03/27/2025,ARKW,TESLA INC,TSLA,88160R101,"468,546","$127,472,624.76",8.08%
03/27/2025,ARKW,ROKU INC,ROKU,77543R102,"1,463,948","$113,997,630.76",7.23%
03/27/2025,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"1,658,881","$100,130,057.16",6.35%
03/27/2025,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"2,095,439","$93,728,986.47",5.94%
03/27/2025,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"471,104","$91,370,620.80",5.79%
03/27/2025,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"925,267","$85,383,638.76",5.41%
03/27/2025,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"122,185","$74,652,591.30",4.73%
03/27/2025,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"642,639","$67,014,394.92",4.25%
03/27/2025,ARKW,BLOCK INC,XYZ,852234103,"844,205","$49,850,305.25",3.16%
03/27/2025,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"4,303,667","$45,747,980.21",2.90%
03/27/2025,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"95,937","$35,631,961.17",2.26%
03/27/2025,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"853,862","$32,173,520.16",2.04%
03/27/2025,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"255,510","$28,154,646.90",1.78%
03/27/2025,ARKW,AMAZON.COM INC,AMZN,023135106,"138,559","$27,868,371.67",1.77%
03/27/2025,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"48,218","$27,790,444.30",1.76%
03/27/2025,ARKW,RUBRIK INC-A,RBRK,781154109,"396,286","$27,189,182.46",1.72%
03/27/2025,ARKW,MERCADOLIBRE INC,MELI,58733R102,"12,698","$26,347,969.06",1.67%
03/27/2025,ARKW,PAGERDUTY INC,PD,69553P100,"1,349,796","$26,132,050.56",1.66%
03/27/2025,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"210,781","$25,536,118.15",1.62%
03/27/2025,ARKW,GITLAB INC-CL A,GTLB,37637K108,"486,658","$25,014,221.20",1.59%
03/27/2025,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,"739,081","$24,323,155.71",1.54%
03/27/2025,ARKW,UNITY SOFTWARE INC,U,91332U101,"1,025,201","$22,626,186.07",1.43%
03/27/2025,ARKW,TOAST INC-CLASS A,TOST,888787108,"592,992","$21,329,922.24",1.35%
03/27/2025,ARKW,SALESFORCE INC,CRM,79466L302,"73,662","$20,698,285.38",1.31%
03/27/2025,ARKW,QUALCOMM INC,QCOM,747525103,"123,471","$19,556,571.69",1.24%
03/27/2025,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"310,030","$18,229,764.00",1.16%
03/27/2025,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"95,293","$16,533,335.50",1.05%
03/27/2025,ARKW,IBOTTA INC-CL A,IBTA,451051106,"371,910","$16,282,219.80",1.03%
03/27/2025,ARKW,REDDIT INC-CL A,RDDT,75734B100,"131,252","$15,776,490.40",1.00%
03/27/2025,ARKW,NVIDIA CORP,NVDA,67066G104,"136,202","$15,494,339.52",0.98%
03/27/2025,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,"284,716","$14,418,018.24",0.91%
03/27/2025,ARKW,UIPATH INC - CLASS A,PATH,90364P105,"1,275,515","$14,311,278.30",0.91%
03/27/2025,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"131,865","$14,237,464.05",0.90%
03/27/2025,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"1,442,956","$11,345,629.85",0.72%
03/27/2025,ARKW,MICROSOFT CORP,MSFT,594918104,"28,328","$11,047,070.16",0.70%
03/27/2025,ARKW,NEXTDOOR HOLDINGS INC,KIND,65345M108,"6,492,047","$10,711,877.55",0.68%
03/27/2025,ARKW,BAIDU INC - SPON ADR,BIDU,056752108,"84,555","$8,244,112.50",0.52%
03/27/2025,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"588,133","$588,132.58",0.04%
