date,fund,company,ticker,cusip,shares,market value ($),weight (%)
05/01/2026,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,"2,098,455","$116,422,283.40",9.45%
05/01/2026,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,900,539","$111,086,504.55",9.02%
05/01/2026,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,103,707","$110,108,024.38",8.94%
05/01/2026,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"3,232,541","$71,277,529.05",5.78%
05/01/2026,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"2,212,153","$67,094,600.49",5.44%
05/01/2026,ARKG,ABSCI CORP,ABSI,00091E109,"11,876,202","$59,084,104.95",4.79%
05/01/2026,ARKG,NATERA INC,NTRA,632307104,"243,718","$50,244,902.88",4.08%
05/01/2026,ARKG,ILLUMINA INC,ILMN,452327109,"392,835","$49,787,907.90",4.04%
05/01/2026,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"3,498,399","$47,158,418.52",3.83%
05/01/2026,ARKG,PERSONALIS INC,PSNL,71535D106,"8,017,242","$44,255,175.84",3.59%
05/01/2026,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"12,549,240","$43,420,370.40",3.52%
05/01/2026,ARKG,GUARDANT HEALTH INC,GH,40131M109,"496,000","$43,191,680.00",3.51%
05/01/2026,ARKG,CAREDX INC,CDNA,14167L103,"2,009,757","$41,823,043.17",3.39%
05/01/2026,ARKG,VERACYTE INC,VCYT,92337F107,"999,975","$32,919,177.00",2.67%
05/01/2026,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"3,316,076","$30,043,648.56",2.44%
05/01/2026,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"2,123,561","$29,942,210.10",2.43%
05/01/2026,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,723,734","$28,786,357.80",2.34%
05/01/2026,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,"401,292","$25,237,253.88",2.05%
05/01/2026,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,093,199","$25,034,660.04",2.03%
05/01/2026,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"2,809,043","$24,213,950.66",1.97%
05/01/2026,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"4,889,029","$23,418,448.91",1.90%
05/01/2026,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"288,230","$21,548,074.80",1.75%
05/01/2026,ARKG,ATAIBECKLEY INC,ATAI UQ,04650F101,"4,382,604","$18,231,632.64",1.48%
05/01/2026,ARKG,PRIME MEDICINE INC,PRME,74168J101,"4,925,864","$17,462,187.88",1.42%
05/01/2026,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"10,964,895","$17,434,183.05",1.41%
05/01/2026,ARKG,CERUS CORP,CERS,157085101,"7,450,534","$15,124,584.02",1.23%
05/01/2026,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,"596,585","$14,938,488.40",1.21%
05/01/2026,ARKG,908 DEVICES INC,MASS,65443P102,"1,952,552","$13,335,930.16",1.08%
05/01/2026,ARKG,BIONTECH SE-ADR,BNTX,09075V102,"126,929","$13,130,805.05",1.07%
05/01/2026,ARKG,ELI LILLY & CO,LLY,532457108,"12,571","$11,748,856.60",0.95%
05/01/2026,ARKG,QUANTUM-SI INC,QSI,74765K105,"6,928,343","$6,793,933.15",0.55%
05/01/2026,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,"503,531","$6,359,596.53",0.52%
05/01/2026,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,581,573","$1,581,572.56",0.13%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
