date,fund,company,ticker,cusip,shares,market value ($),weight (%)
06/16/2025,PRNT,FARO TECHNOLOGIES INC,FARO,311642102,"114,067","$4,846,706.83",6.53%
06/16/2025,PRNT,XOMETRY INC-A,XMTR,98423F109,"123,523","$3,725,453.68",5.02%
06/16/2025,PRNT,TITOMIC LTD,TTT,BYZ03N6,"18,079,758","$3,522,030.78",4.74%
06/16/2025,PRNT,RENISHAW PLC,RSW,0732358,"93,933","$3,448,216.99",4.64%
06/16/2025,PRNT,DENTSPLY SIRONA INC,XRAY UW,24906P109,"216,034","$3,376,611.42",4.55%
06/16/2025,PRNT,PTC INC,PTC,69370C100,"19,298","$3,267,923.32",4.40%
06/16/2025,PRNT,SIEMENS AG-REG,SIE,5727973,"12,914","$3,206,274.60",4.32%
06/16/2025,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,"574,689","$3,132,055.05",4.22%
06/16/2025,PRNT,AUTODESK INC,ADSK,052769106,"10,680","$3,120,268.80",4.20%
06/16/2025,PRNT,ANSYS INC,ANSS,03662Q105,"9,134","$3,087,383.34",4.16%
06/16/2025,PRNT,PROTO LABS INC,PRLB,743713109,"80,647","$3,033,133.67",4.08%
06/16/2025,PRNT,STRATASYS LTD,SSYS,M85548101,"292,851","$2,987,080.20",4.02%
06/16/2025,PRNT,STRAUMANN HOLDING AG-REG,STMN SE,BQ7ZV06,"22,658","$2,932,491.18",3.95%
06/16/2025,PRNT,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"73,541","$2,691,021.62",3.62%
06/16/2025,PRNT,HP INC,HPQ,40434L105,"112,272","$2,676,564.48",3.60%
06/16/2025,PRNT,NANO DIMENSION LTD - ADR,NNDM,63008G203,"1,803,521","$2,597,070.24",3.50%
06/16/2025,PRNT,BICO GROUP AB,BICO,BKMFJ94,"724,509","$2,530,388.96",3.41%
06/16/2025,PRNT,NIKON CORP,7731,6642321,"259,085","$2,524,893.24",3.40%
06/16/2025,PRNT,3D SYSTEMS CORP,DDD,88554D205,"1,461,752","$2,455,743.36",3.31%
06/16/2025,PRNT,KAISER ALUMINUM CORP,KALU,483007704,"17,050","$1,300,403.50",1.75%
06/16/2025,PRNT,AMETEK INC,AME,031100100,"6,840","$1,210,406.40",1.63%
06/16/2025,PRNT,GENERAL ELECTRIC,GE,369604301,"5,127","$1,213,048.20",1.63%
06/16/2025,PRNT,HEXAGON AB-B SHS,HEXAB S,BNZFHC1,"117,485","$1,142,069.97",1.54%
06/16/2025,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,"6,294","$1,119,387.90",1.51%
06/16/2025,PRNT,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"4,274","$1,098,375.26",1.48%
06/16/2025,PRNT,MELROSE INDUSTRIES PLC,MRO,BNGDN82,"167,872","$1,076,438.45",1.45%
06/16/2025,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,"5,272","$1,061,095.44",1.43%
06/16/2025,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,"227,155","$1,027,505.91",1.38%
06/16/2025,PRNT,MOOG INC-CLASS A,MOG/A,615394202,"5,622","$1,020,505.44",1.37%
06/16/2025,PRNT,MICHELIN (CGDE),ML,BPBPJ01,"26,793","$996,505.50",1.34%
06/16/2025,PRNT,UNITED PARCEL SERVICE-CL B,UPS,911312106,"9,564","$956,400.00",1.29%
06/16/2025,PRNT,5N PLUS INC,VNP,B2B3VZ3,"17,826","$121,127.82",0.16%
06/16/2025,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,419,"$104,213.68",0.14%
06/16/2025,PRNT,JABIL INC,JBL,466313103,536,"$94,250.24",0.13%
06/16/2025,PRNT,SGL CARBON SE,SGL,4818351,"19,404","$79,677.07",0.11%
06/16/2025,PRNT,AVIENT CORP,AVNT,05368V106,"2,319","$79,541.70",0.11%
06/16/2025,PRNT,SANDVIK AB,SAND,B1VQ252,"3,668","$81,371.52",0.11%
06/16/2025,PRNT,DUPONT DE NEMOURS INC,DD,26614N102,"1,137","$76,031.19",0.10%
06/16/2025,PRNT,EASTMAN CHEMICAL CO,EMN,277432100,931,"$70,932.89",0.10%
06/16/2025,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,"3,353","$72,229.54",0.10%
06/16/2025,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,953,"$74,213.71",0.10%
06/16/2025,PRNT,ARKEMA,AKE,B0Z5YZ2,"1,017","$70,775.10",0.10%
06/16/2025,PRNT,HEXCEL CORP,HXL,428291108,"1,373","$75,171.75",0.10%
06/16/2025,PRNT,3M CO,MMM,88579Y101,546,"$77,706.72",0.10%
06/16/2025,PRNT,TORAY INDUSTRIES INC,3402,6897143,"11,786","$77,953.87",0.10%
06/16/2025,PRNT,KENNAMETAL INC,KMT,489170100,"3,449","$75,498.61",0.10%
06/16/2025,PRNT,VOESTALPINE AG,VOE,4943402,"2,936","$76,370.73",0.10%
06/16/2025,PRNT,MATERION CORP,MTRN,576690101,914,"$71,529.64",0.10%
06/16/2025,PRNT,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"67,038","$67,038.05",0.09%
06/16/2025,PRNT,EASTMAN KODAK CO,KODK,277461406,"11,287","$63,432.94",0.09%
06/16/2025,PRNT,ATI INC,ATI,01741R102,157,"$13,340.29",0.02%
