date,fund,company,ticker,cusip,shares,market value ($),weight (%)
08/01/2024,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"960,911","$21,658,933.94",9.57%
08/01/2024,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"704,805","$20,227,903.50",8.93%
08/01/2024,ARKX,AEROVIRONMENT INC,AVAV,008073108,"94,813","$16,927,913.02",7.48%
08/01/2024,ARKX,TERADYNE INC,TER,880770102,"118,399","$15,529,212.84",6.86%
08/01/2024,ARKX,TRIMBLE INC,TRMB,896239100,"264,973","$14,451,627.42",6.38%
08/01/2024,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"55,261","$12,538,168.29",5.54%
08/01/2024,ARKX,KOMATSU LTD,6301,6496584,"356,388","$10,365,358.41",4.58%
08/01/2024,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,"2,031,263","$8,470,366.71",3.74%
08/01/2024,ARKX,AMAZON.COM INC,AMZN,023135106,"44,906","$8,396,523.88",3.71%
08/01/2024,ARKX,ROCKET LAB USA INC,RKLB,773122106,"1,515,268","$7,940,004.32",3.51%
08/01/2024,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,"1,920,077","$6,336,254.10",2.80%
08/01/2024,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,"306,727","$6,297,105.31",2.78%
08/01/2024,ARKX,GARMIN LTD,GRMN UN,B3Z5T14,"36,485","$6,248,056.25",2.76%
08/01/2024,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"156,340","$5,928,737.66",2.62%
08/01/2024,ARKX,DEERE & CO,DE,244199105,"15,881","$5,907,414.38",2.61%
08/01/2024,ARKX,JOBY AVIATION INC,JOBY,G65163100,"949,764","$5,679,588.72",2.51%
08/01/2024,ARKX,THALES SA,HO,4162791,"31,988","$5,087,269.05",2.25%
08/01/2024,ARKX,ALPHABET INC-CL C,GOOG,02079K107,"28,105","$4,866,380.75",2.15%
08/01/2024,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"178,569","$4,801,720.41",2.12%
08/01/2024,ARKX,HEICO CORP,HEI,422806109,"15,405","$3,717,842.70",1.64%
08/01/2024,ARKX,UIPATH INC - CLASS A,PATH,90364P105,"305,998","$3,723,995.66",1.64%
08/01/2024,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,"6,725","$3,644,412.00",1.61%
08/01/2024,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,"16,480","$3,374,280.00",1.49%
08/01/2024,ARKX,SYNOPSYS INC,SNPS,871607107,"5,815","$3,246,630.80",1.43%
08/01/2024,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,"7,597","$3,204,870.42",1.42%
08/01/2024,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,"17,537","$3,156,309.26",1.39%
08/01/2024,ARKX,AIRBUS SE,AIR,4012250,"18,762","$2,841,915.06",1.26%
08/01/2024,ARKX,JD LOGISTICS INC,2618,BNMBPD9,"2,721,054","$2,803,648.44",1.24%
08/01/2024,ARKX,ANSYS INC,ANSS,03662Q105,"7,815","$2,451,018.45",1.08%
08/01/2024,ARKX,MYNARIC AG NA O.N.,MYNA,62857X101,"468,289","$2,013,642.70",0.89%
08/01/2024,ARKX,UNITY SOFTWARE INC,U,91332U101,"104,736","$1,713,480.96",0.76%
08/01/2024,ARKX,3D SYSTEMS CORP,DDD,88554D205,"286,679","$1,046,378.35",0.46%
08/01/2024,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,"2,758,735","$1,023,214.81",0.45%
08/01/2024,ARKX,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"708,934","$708,934.28",0.31%
08/01/2024,ARKX,VELO3D INC,VLD,92259N203,985,"$2,570.85",0.00%
