date,fund,company,ticker,cusip,shares,market value ($),weight (%)
08/04/2026,ARKK,TESLA INC,TSLA,88160R101,"1,741,489","$560,898,777.12",9.78%
08/04/2026,ARKK,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,"2,503,217","$286,693,443.01",5.00%
08/04/2026,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,"6,201,143","$285,562,635.15",4.98%
08/04/2026,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,"5,490,465","$272,162,350.05",4.75%
08/04/2026,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,"2,069,381","$242,138,270.81",4.22%
08/04/2026,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"1,624,661","$238,012,836.50",4.15%
08/04/2026,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,"441,825","$214,126,068.00",3.73%
08/04/2026,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,"2,337,700","$211,187,818.00",3.68%
08/04/2026,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,"3,487,546","$210,473,401.10",3.67%
08/04/2026,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,"2,011,953","$203,327,970.18",3.55%
08/04/2026,ARKK,AMAZON.COM INC,AMZN,023135106,"643,597","$182,794,419.94",3.19%
08/04/2026,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"1,408,717","$177,005,291.05",3.09%
08/04/2026,ARKK,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"254,476","$172,563,178.42",3.01%
08/04/2026,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,"3,638,942","$171,066,663.42",2.98%
08/04/2026,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,"1,974,027","$169,292,555.52",2.95%
08/04/2026,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,"6,082,959","$157,609,467.69",2.75%
08/04/2026,ARKK,ALPHABET INC-CL C,GOOG,02079K107,"332,550","$123,864,898.50",2.16%
08/04/2026,ARKK,ROBLOX CORP -CLASS A,RBLX,771049103,"3,346,903","$122,730,933.01",2.14%
08/04/2026,ARKK,BLOCK INC,XYZ,852234103,"1,461,609","$119,983,482.81",2.09%
08/04/2026,ARKK,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,"529,892","$116,560,343.24",2.03%
