date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/07/2026,ARKK,TESLA INC,TSLA,88160R101,"1,689,955","$596,249,923.10",9.88%
04/07/2026,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,"7,745,556","$380,694,077.40",6.31%
04/07/2026,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,"6,414,709","$303,415,735.70",5.03%
04/07/2026,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,"2,399,776","$285,093,388.80",4.72%
04/07/2026,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"1,497,657","$261,775,467.00",4.34%
04/07/2026,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,"2,809,601","$258,904,732.20",4.29%
04/07/2026,ARKK,ADVANCED MICRO DEVICES,AMD,7903107,"1,156,334","$254,601,620.10",4.22%
04/07/2026,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,"3,654,785","$255,030,897.30",4.22%
04/07/2026,ARKK,ROKU INC,ROKU,77543R102,"2,499,149","$245,416,431.80",4.07%
04/07/2026,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"1,449,391","$214,408,410.60",3.55%
04/07/2026,ARKK,ROBLOX CORP -CLASS A,RBLX,771049103,"3,697,583","$211,501,747.60",3.50%
04/07/2026,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,"8,353,584","$202,407,340.30",3.35%
04/07/2026,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,"3,528,417","$180,584,382.10",2.99%
04/07/2026,ARKK,OpenAI Group PBC - Series C,,PPOPENAIC,"254,476","$174,999,811.60",2.90%
04/07/2026,ARKK,BULLISH,BLSH,G16910120,"4,090,838","$152,792,799.30",2.53%
04/07/2026,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,"6,957,187","$152,292,823.40",2.52%
04/07/2026,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"6,296,439","$129,706,643.40",2.15%
04/07/2026,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,"1,565,695","$126,727,353.30",2.10%
04/07/2026,ARKK,AMAZON.COM INC,AMZN,23135106,"587,695","$125,055,619.10",2.07%
04/07/2026,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"9,244,723","$122,954,815.90",2.04%
04/07/2026,ARKK,TERADYNE INC,TER,880770102,"387,652","$122,277,070.40",2.03%
04/07/2026,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,"17,985,263","$99,638,357.02",1.65%
04/07/2026,ARKK,BLOCK INC,XYZ,852234103,"1,446,595","$87,779,384.60",1.45%
04/07/2026,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"243,183","$83,110,222.08",1.38%
04/07/2026,ARKK,ILLUMINA INC,ILMN,452327109,"629,678","$80,435,067.72",1.33%
04/07/2026,ARKK,DEERE & CO,DE,244199105,"137,214","$78,910,399.26",1.31%
04/07/2026,ARKK,NATERA INC,NTRA,632307104,"378,649","$77,573,820.63",1.29%
04/07/2026,ARKK,NVIDIA CORP,NVDA,67066G104,"395,477","$70,252,534.28",1.16%
04/07/2026,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"22,279,859","$70,181,555.85",1.16%
04/07/2026,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,"313,188","$67,642,344.24",1.12%
04/07/2026,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"820,003","$60,754,022.27",1.01%
04/07/2026,ARKK,BAIDU INC - SPON ADR,BIDU,56752108,"543,553","$60,486,577.84",1.00%
04/07/2026,ARKK,BROADCOM INC,AVGO,11135F101,"185,426","$58,303,497.18",0.97%
04/07/2026,ARKK,VERACYTE INC,VCYT,92337F107,"1,804,346","$58,316,462.72",0.97%
04/07/2026,ARKK,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"462,850","$56,611,183.50",0.94%
04/07/2026,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,"824,285","$54,905,623.85",0.91%
04/07/2026,ARKK,ALPHABET INC-CL C,GOOG,02079K107,"173,043","$51,507,979.38",0.85%
04/07/2026,ARKK,FIGMA INC-CL A,,316841105,"1,798,100","$38,515,302.00",0.64%
04/07/2026,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,"2,231,130","$36,300,485.10",0.60%
04/07/2026,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"20,681,500","$29,367,730.00",0.49%
04/07/2026,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,"37,885","$21,708,862.70",0.36%
04/07/2026,ARKK,CERUS CORP,CERS,157085101,"9,884,911","$18,287,085.35",0.30%
04/07/2026,ARKK,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"10,897,331","$10,897,330.59",0.18%
04/07/2026,ARKK,BRERA HOLDINGS PLC-CL B,SLMT,G13311116,"6,884,381","$5,932,959.55",0.10%
04/07/2026,ARKK,BRERA HOLDINGS PLC WTS,,BREADUMMY,"4,316,257","$2,460,266.49",0.04%
