date,fund,company,ticker,cusip,shares,market value ($),weight (%)
06/06/2024,IZRL,WALKME LTD,WKME,M97628107,"263,983","$3,637,685.74",3.57%
06/06/2024,IZRL,WIX.COM LTD,WIX,M98068105,"16,938","$2,926,886.40",2.87%
06/06/2024,IZRL,CAMTEK LTD,CAMT,M20791105,"25,966","$2,819,128.62",2.77%
06/06/2024,IZRL,PLAYTIKA HOLDING CORP,PLTK,72815L107,"301,011","$2,697,058.56",2.65%
06/06/2024,IZRL,NOVA LTD,NVMI,M7516K103,"12,265","$2,680,147.80",2.63%
06/06/2024,IZRL,TEVA PHARMACEUTICAL-SP ADR,TEVA,881624209,"158,315","$2,672,357.20",2.62%
06/06/2024,IZRL,RISKIFIED LTD-A,RSKD,M8216R109,"424,967","$2,656,043.75",2.61%
06/06/2024,IZRL,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"2,561,660","$2,561,659.50",2.52%
06/06/2024,IZRL,FIVERR INTERNATIONAL LTD,FVRR,M4R82T106,"103,281","$2,563,434.42",2.52%
06/06/2024,IZRL,TOWER SEMICONDUCTOR LTD,TSEM,M87915274,"67,393","$2,528,585.36",2.48%
06/06/2024,IZRL,COGNYTE SOFTWARE LTD,CGNT,M25133105,"314,245","$2,441,683.65",2.40%
06/06/2024,IZRL,MONDAY.COM LTD,MNDY,M7S64H106,"11,241","$2,428,955.28",2.39%
06/06/2024,IZRL,RADWARE LTD,RDWR,M81873107,"127,955","$2,420,908.60",2.38%
06/06/2024,IZRL,PAGAYA TECHNOLOGIES LTD -A,PGY,BQ5J6B6,"200,868","$2,372,251.08",2.33%
06/06/2024,IZRL,SAPIENS INTERNATIONAL CORP,SPNS,G7T16G103,"68,978","$2,305,244.76",2.26%
06/06/2024,IZRL,INMODE LTD,INMD,M5425M103,"119,024","$2,229,319.52",2.19%
06/06/2024,IZRL,PERION NETWORK LTD,PERI,M78673114,"178,588","$2,214,491.20",2.18%
06/06/2024,IZRL,SIMILARWEB LTD,SMWB,M84137104,"278,016","$2,221,347.84",2.18%
06/06/2024,IZRL,ITURAN LOCATION AND CONTROL,ITRN,M6158M104,"82,256","$2,204,460.80",2.17%
06/06/2024,IZRL,COMPUGEN LTD,CGEN,6432403,"1,066,611","$2,207,750.05",2.17%
06/06/2024,IZRL,ODDITY TECH LTD-CL A,ODD,M7518J104,"60,080","$2,192,920.00",2.15%
06/06/2024,IZRL,CELLEBRITE DI LTD,CLBT,M2197Q107,"201,020","$2,114,730.40",2.08%
06/06/2024,IZRL,TARO PHARMACEUTICAL INDUS,TARO,M8737E108,"49,171","$2,107,469.06",2.07%
06/06/2024,IZRL,PARTNER COMMUNICATIONS CO,PTNR,6374420,"478,069","$2,100,625.68",2.06%
06/06/2024,IZRL,CYBERARK SOFTWARE LTD/ISRAEL,CYBR,M2682V108,"8,842","$2,098,913.96",2.06%
06/06/2024,IZRL,GILAT SATELLITE NETWORKS LTD,GILT,M51474118,"391,080","$2,072,724.00",2.04%
06/06/2024,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,"23,405","$2,063,112.07",2.03%
06/06/2024,IZRL,HILAN LTD,HLAN,6267230,"37,385","$2,054,617.71",2.02%
06/06/2024,IZRL,BEZEQ THE ISRAELI TELECOM CO,BEZQ,6098032,"1,707,155","$2,023,260.83",1.99%
06/06/2024,IZRL,FATTAL HOLDINGS 1998 LTD,FTAL,BG1YKN5,"18,224","$2,021,242.89",1.99%
06/06/2024,IZRL,CHECK POINT SOFTWARE TECH,CHKP,M22465104,"13,138","$2,020,624.40",1.98%
06/06/2024,IZRL,CELLCOM ISRAEL LTD,CEL,B23WQK8,"531,510","$2,018,338.16",1.98%
06/06/2024,IZRL,NAYAX LTD,NYAX,BMXT7N9,"83,724","$1,995,785.76",1.96%
06/06/2024,IZRL,UROGEN PHARMA LTD,URGN UQ,M96088105,"145,855","$1,982,169.45",1.95%
06/06/2024,IZRL,TABOOLA.COM LTD,TBLA,M8744T106,"527,616","$1,983,836.16",1.95%
06/06/2024,IZRL,ELBIT SYSTEMS LTD,ESLT,6308913,"10,447","$1,965,024.27",1.93%
06/06/2024,IZRL,AUDIOCODES LTD,AUDC,M15342104,"196,126","$1,943,608.66",1.91%
06/06/2024,IZRL,MATRIX IT LTD,MTRX,6747754,"102,639","$1,932,515.01",1.90%
06/06/2024,IZRL,NANO-X IMAGING LTD,NNOX,M70700105,"228,490","$1,903,321.70",1.87%
06/06/2024,IZRL,MAGIC SOFTWARE ENTERPRISES,MGIC,6328074,"183,254","$1,898,040.62",1.86%
06/06/2024,IZRL,STRATASYS LTD,SSYS,M85548101,"210,076","$1,884,381.72",1.85%
06/06/2024,IZRL,ONE SOFTWARE TECHNOLOGIES LT,ONE,6987709,"150,894","$1,867,419.70",1.83%
06/06/2024,IZRL,TELSYS LTD,TLSY,6878977,"38,189","$1,788,858.56",1.76%
06/06/2024,IZRL,JFROG LTD,FROG,M6191J100,"54,867","$1,770,558.09",1.74%
06/06/2024,IZRL,MOBILEYE GLOBAL INC-A,MBLY,60741F104,"67,396","$1,748,252.24",1.72%
06/06/2024,IZRL,NICE LTD - SPON ADR,NICE,653656108,"9,051","$1,464,270.78",1.44%
