date,fund,company,ticker,cusip,shares,market value ($),weight (%)
01/29/2025,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"2,172,360","$219,430,083.60",11.61%
01/29/2025,ARKW,TESLA INC,TSLA,88160R101,"479,134","$190,738,454.06",10.10%
01/29/2025,ARKW,ROKU INC,ROKU,77543R102,"1,727,060","$142,206,120.40",7.53%
01/29/2025,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"1,784,375","$122,104,781.25",6.46%
01/29/2025,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"2,399,993","$118,559,654.20",6.28%
01/29/2025,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"401,976","$113,284,876.32",6.00%
01/29/2025,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"124,943","$84,252,813.19",4.46%
01/29/2025,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"1,029,607","$82,605,369.61",4.37%
01/29/2025,ARKW,BLOCK INC,XYZ,852234103,"930,187","$82,451,775.68",4.36%
01/29/2025,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"632,936","$74,338,333.20",3.93%
01/29/2025,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"288,165","$40,337,336.70",2.14%
01/29/2025,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"98,101","$40,091,916.68",2.12%
01/29/2025,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"4,277,999","$38,416,431.02",2.03%
01/29/2025,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"914,294","$38,400,348.00",2.03%
01/29/2025,ARKW,AMAZON.COM INC,AMZN,023135106,"129,266","$30,784,697.90",1.63%
01/29/2025,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"246,897","$29,765,902.32",1.58%
01/29/2025,ARKW,UIPATH INC - CLASS A,PATH,90364P105,"1,946,800","$29,571,892.00",1.57%
01/29/2025,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"55,940","$29,692,952.00",1.57%
01/29/2025,ARKW,RUBRIK INC-A,RBRK,781154109,"405,233","$29,659,003.27",1.57%
01/29/2025,ARKW,GITLAB INC-CL A,GTLB,37637K108,"395,440","$28,768,260.00",1.52%
01/29/2025,ARKW,REDDIT INC-CL A,RDDT,75734B100,"147,300","$28,686,675.00",1.52%
01/29/2025,ARKW,PAGERDUTY INC,PD,69553P100,"1,278,774","$25,166,272.32",1.33%
01/29/2025,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,"755,763","$24,864,602.70",1.32%
01/29/2025,ARKW,MERCADOLIBRE INC,MELI,58733R102,"12,985","$24,613,457.05",1.30%
01/29/2025,ARKW,UNITY SOFTWARE INC,U,91332U101,"1,048,351","$24,374,160.75",1.29%
01/29/2025,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"214,041","$24,437,060.97",1.29%
01/29/2025,ARKW,TOAST INC-CLASS A,TOST,888787108,"536,260","$21,434,312.20",1.13%
01/29/2025,ARKW,SALESFORCE INC,CRM,79466L302,"54,076","$19,464,656.20",1.03%
01/29/2025,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"1,475,547","$18,140,081.18",0.96%
01/29/2025,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"119,435","$18,140,982.15",0.96%
01/29/2025,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"88,532","$17,918,876.80",0.95%
01/29/2025,ARKW,NVIDIA CORP,NVDA,67066G104,"139,280","$17,965,727.20",0.95%
01/29/2025,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,"263,858","$17,628,352.98",0.93%
01/29/2025,ARKW,NEXTDOOR HOLDINGS INC,KIND,65345M108,"6,638,659","$16,596,647.50",0.88%
01/29/2025,ARKW,MICROSOFT CORP,MSFT,594918104,"28,965","$12,953,148.00",0.69%
01/29/2025,ARKW,QUALCOMM INC,QCOM,747525103,"55,484","$9,518,280.20",0.50%
01/29/2025,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,105,272","$1,105,271.82",0.06%
01/29/2025,ARKW,ADYEN NV-UNSPON ADR,ADYEY,00783V104,"48,387","$783,869.40",0.04%
01/29/2025,ARKW,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,"4,700","$59,408.00",0.00%
