date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/30/2026,IZRL,RADCOM LTD,RDCM,M81865111,"176,903","$2,745,534.56",2.04%
04/30/2026,IZRL,TELSYS LTD,TLSY,6878977,"25,278","$2,634,333.04",1.96%
04/30/2026,IZRL,FIVERR INTERNATIONAL LTD,FVRR,M4R82T106,"202,039","$2,448,712.68",1.82%
04/30/2026,IZRL,MOBILEYE GLOBAL INC-A,MBLY,60741F104,"281,104","$2,454,037.92",1.82%
04/30/2026,IZRL,WIX.COM LTD,WIX,M98068105,"32,312","$2,446,341.52",1.82%
04/30/2026,IZRL,TEVA PHARMACEUTICAL-SP ADR,TEVA,881624209,"68,653","$2,428,943.14",1.81%
04/30/2026,IZRL,HILAN LTD,HLAN,6267230,"33,916","$2,406,711.12",1.79%
04/30/2026,IZRL,FATTAL HOLDINGS 1998 LTD,FTAL,BG1YKN5,"9,704","$2,382,007.60",1.77%
04/30/2026,IZRL,UROGEN PHARMA LTD,URGN UQ,M96088105,"101,508","$2,369,196.72",1.76%
04/30/2026,IZRL,ONE SOFTWARE TECHNOLOGIES LT,ONE,6987709,"106,941","$2,356,451.55",1.75%
04/30/2026,IZRL,PARTNER COMMUNICATIONS CO,PTNR,6374420,"183,456","$2,352,984.55",1.75%
04/30/2026,IZRL,JFROG LTD,FROG,M6191J100,"50,621","$2,342,233.67",1.74%
04/30/2026,IZRL,MATRIX IT LTD,MTRX,6747754,"75,493","$2,323,318.72",1.73%
04/30/2026,IZRL,CELLCOM ISRAEL LTD,CEL,B23WQK8,"198,244","$2,293,699.31",1.71%
04/30/2026,IZRL,ODDITY TECH LTD-CL A,ODD,M7518J104,"146,754","$2,299,635.18",1.71%
04/30/2026,IZRL,CAMTEK LTD,CAMT,M20791105,"12,161","$2,284,200.63",1.70%
04/30/2026,IZRL,P.C.B TECHNOLOGIES LTD,PCBT,B054MX3,"427,438","$2,270,203.00",1.69%
04/30/2026,IZRL,BRAINSWAY LTD-ADR,BWAY,10501L106,"142,500","$2,262,900.00",1.68%
04/30/2026,IZRL,CHECK POINT SOFTWARE TECH,CHKP,M22465104,"16,112","$2,255,035.52",1.68%
04/30/2026,IZRL,NAYAX LTD,NYAX,BMXT7N9,"33,306","$2,259,697.47",1.68%
04/30/2026,IZRL,RADWARE LTD,RDWR,M81873107,"86,280","$2,266,575.60",1.68%
04/30/2026,IZRL,SIMILARWEB LTD,SMWB,M84137104,"834,663","$2,261,936.73",1.68%
04/30/2026,IZRL,SOLROM HOLDINGS LTD,SLRM,BNW1HZ5,"563,184","$2,259,412.39",1.68%
04/30/2026,IZRL,TABOOLA.COM LTD,TBLA,M8744T106,"602,812","$2,260,545.00",1.68%
04/30/2026,IZRL,BET SHEMESH ENGINES HOLDINGS,BSEN,6103936,"9,253","$2,248,372.25",1.67%
04/30/2026,IZRL,ISROTEL LTD,ISRO,6468226,"43,192","$2,227,472.83",1.66%
04/30/2026,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,"14,106","$2,220,189.88",1.65%
04/30/2026,IZRL,ITURAN LOCATION AND CONTROL,ITRN,M6158M104,"40,137","$2,223,991.17",1.65%
04/30/2026,IZRL,MALAM - TEAM LTD,MLTM,6875923,"77,491","$2,205,761.60",1.64%
04/30/2026,IZRL,MONDAY.COM LTD,MNDY,M7S64H106,"33,167","$2,210,912.22",1.64%
04/30/2026,IZRL,ASHOT -ASHKELON INDUSTRIES,ASHO,6051875,"66,106","$2,184,753.32",1.62%
04/30/2026,IZRL,PERION NETWORK LTD,PERI,M78673114,"211,984","$2,177,075.68",1.62%
04/30/2026,IZRL,AUDIOCODES LTD,AUDC,M15342104,"246,438","$2,168,654.40",1.61%
04/30/2026,IZRL,BEZEQ THE ISRAELI TELECOM CO,BEZQ,6098032,"811,433","$2,165,433.61",1.61%
04/30/2026,IZRL,CELLEBRITE DI LTD,CLBT,M2197Q107,"170,923","$2,172,431.33",1.61%
04/30/2026,IZRL,RISKIFIED LTD-A,RSKD,M8216R109,"488,797","$2,160,482.74",1.61%
04/30/2026,IZRL,STRATASYS LTD,SSYS,M85548101,"254,709","$2,157,385.23",1.60%
04/30/2026,IZRL,ALLOT LTD,ALLT,B5MN8M9,"297,726","$2,143,599.28",1.59%
04/30/2026,IZRL,AMAL HOLDINGS,AMAL,BV6MJF4,"380,522","$2,143,355.17",1.59%
04/30/2026,IZRL,COGNYTE SOFTWARE LTD,CGNT,M25133105,"225,795","$2,142,794.55",1.59%
04/30/2026,IZRL,INMODE LTD,INMD,M5425M103,"153,224","$2,139,007.04",1.59%
04/30/2026,IZRL,ISSTA LTD,ISTA,6458744,"59,873","$2,145,374.81",1.59%
04/30/2026,IZRL,KAMADA LTD,KMDA,B0L2CR5,"263,304","$2,141,772.57",1.59%
04/30/2026,IZRL,NICE LTD - SPON ADR,NICE,653656108,"21,035","$2,142,835.45",1.59%
04/30/2026,IZRL,PLAYTIKA HOLDING CORP,PLTK,72815L107,"614,004","$2,142,873.96",1.59%
04/30/2026,IZRL,VALENS SEMICONDUCTOR LTD,VLN,M9607U115,"1,412,570","$2,132,980.70",1.59%
04/30/2026,IZRL,NOVA LTD,NVMI,M7516K103,"4,220","$2,116,203.40",1.57%
04/30/2026,IZRL,COMPUGEN LTD,CGEN,6432403,"786,536","$2,103,996.64",1.56%
04/30/2026,IZRL,GILAT SATELLITE NETWORKS LTD,GILT,M51474118,"118,601","$2,080,261.54",1.55%
04/30/2026,IZRL,RP OPTICAL LAB LTD,RPOL,BRQQ0K0,"173,798","$2,080,698.73",1.55%
04/30/2026,IZRL,ETORO GROUP LTD-A,ETOR,G32089107,"57,966","$2,072,284.50",1.54%
04/30/2026,IZRL,ARYT INDUSTRIES LTD,ARYT,6049740,"152,427","$2,058,120.54",1.53%
04/30/2026,IZRL,MEDIWOUND LTD,MDWD UQ,M68830112,"126,576","$2,056,860.00",1.53%
04/30/2026,IZRL,ALPHA TAU MEDICAL LTD,DRTS,M0740A108,"277,086","$2,042,123.82",1.52%
04/30/2026,IZRL,ELBIT SYSTEMS LTD,ESLT,6308913,"2,492","$2,026,129.56",1.51%
04/30/2026,IZRL,TOWER SEMICONDUCTOR LTD,TSEM,M87915274,"10,126","$2,016,896.68",1.50%
04/30/2026,IZRL,QUALITAU LTD,QLTU,6221689,"10,475","$1,981,941.63",1.47%
04/30/2026,IZRL,PAGAYA TECHNOLOGIES LTD -A,PGY,BQ5J6B6,"147,603","$1,906,292.75",1.42%
04/30/2026,IZRL,TAT TECHNOLOGIES LTD,TATTF,B0H5D20,"52,284","$1,855,936.24",1.38%
04/30/2026,IZRL,ENLIVEX LTD,ENLV,M4130Y106,"1,754,421","$1,406,168.43",1.05%
04/30/2026,IZRL,NANO-X IMAGING LTD,NNOX,M70700105,"806,614","$1,379,309.94",1.03%
04/30/2026,IZRL,ENLIVEX LTD,ENLV,BJTZQ33,"628,310","$503,590.63",0.37%
04/30/2026,IZRL,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"373,362","$373,361.67",0.28%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
