date,fund,company,ticker,cusip,shares,market value ($),weight (%)
07/30/2024,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"1,014,416","$22,895,369.12",9.98%
07/30/2024,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"698,433","$20,086,933.08",8.76%
07/30/2024,ARKX,AEROVIRONMENT INC,AVAV,008073108,"96,093","$16,830,688.95",7.34%
07/30/2024,ARKX,TERADYNE INC,TER,880770102,"116,368","$14,886,958.24",6.49%
07/30/2024,ARKX,TRIMBLE INC,TRMB,896239100,"268,553","$14,770,415.00",6.44%
07/30/2024,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"56,009","$12,589,703.02",5.49%
07/30/2024,ARKX,KOMATSU LTD,6301,6496584,"361,188","$10,607,794.06",4.62%
07/30/2024,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,"2,058,719","$9,181,886.74",4.00%
07/30/2024,ARKX,AMAZON.COM INC,AMZN,023135106,"45,514","$8,338,164.80",3.63%
07/30/2024,ARKX,ROCKET LAB USA INC,RKLB,773122106,"1,535,752","$8,170,200.64",3.56%
07/30/2024,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,"1,946,029","$6,655,419.18",2.90%
07/30/2024,ARKX,GARMIN LTD,GRMN UN,B3Z5T14,"36,977","$6,528,659.12",2.85%
07/30/2024,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,"310,875","$6,323,197.50",2.76%
07/30/2024,ARKX,DEERE & CO,DE,244199105,"16,097","$6,064,866.69",2.64%
07/30/2024,ARKX,JOBY AVIATION INC,JOBY,G65163100,"962,604","$5,977,770.84",2.61%
07/30/2024,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"158,452","$5,907,908.78",2.58%
07/30/2024,ARKX,THALES SA,HO,4162791,"32,420","$5,084,265.55",2.22%
07/30/2024,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"180,985","$4,901,073.80",2.14%
07/30/2024,ARKX,ALPHABET INC-CL C,GOOG,02079K107,"28,485","$4,874,638.05",2.13%
07/30/2024,ARKX,UIPATH INC - CLASS A,PATH,90364P105,"310,134","$3,820,850.88",1.67%
07/30/2024,ARKX,HEICO CORP,HEI,422806109,"15,613","$3,704,964.90",1.62%
07/30/2024,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,"6,817","$3,596,921.88",1.57%
07/30/2024,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,"16,704","$3,364,185.60",1.47%
07/30/2024,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,"7,701","$3,257,831.04",1.42%
07/30/2024,ARKX,SYNOPSYS INC,SNPS,871607107,"5,891","$3,225,440.32",1.41%
07/30/2024,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,"17,773","$3,230,953.67",1.41%
07/30/2024,ARKX,JD LOGISTICS INC,2618,BNMBPD9,"2,757,854","$2,828,550.10",1.23%
07/30/2024,ARKX,AIRBUS SE,AIR,4012250,"19,018","$2,680,336.77",1.17%
07/30/2024,ARKX,ANSYS INC,ANSS,03662Q105,"7,919","$2,452,039.16",1.07%
07/30/2024,ARKX,MYNARIC AG NA O.N.,MYNA,62857X101,"474,621","$1,931,707.47",0.84%
07/30/2024,ARKX,UNITY SOFTWARE INC,U,91332U101,"106,152","$1,735,585.20",0.76%
07/30/2024,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,"2,796,023","$1,112,257.95",0.48%
07/30/2024,ARKX,3D SYSTEMS CORP,DDD,88554D205,"290,559","$1,057,634.76",0.46%
07/30/2024,ARKX,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"711,204","$711,204.11",0.31%
07/30/2024,ARKX,VELO3D INC,VLD,92259N203,"1,001","$2,892.89",0.00%
