date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/04/2024,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"1,699,610","$109,794,806.00",7.28%
04/04/2024,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"2,785,852","$92,880,305.68",6.16%
04/04/2024,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,"1,187,669","$86,486,056.58",5.74%
04/04/2024,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"8,846,133","$78,995,967.69",5.24%
04/04/2024,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"2,127,599","$63,147,138.32",4.19%
04/04/2024,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,492,712","$62,043,601.68",4.12%
04/04/2024,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"1,385,268","$60,647,033.04",4.02%
04/04/2024,ARKG,CAREDX INC,CDNA,14167L103,"5,805,124","$58,283,444.96",3.87%
04/04/2024,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,323,577","$58,042,953.46",3.85%
04/04/2024,ARKG,GINKGO BIOWORKS HOLDINGS INC,DNA,37611X100,"52,422,532","$57,140,559.88",3.79%
04/04/2024,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"1,532,369","$55,701,613.15",3.69%
04/04/2024,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"1,672,871","$54,769,796.54",3.63%
04/04/2024,ARKG,ACCOLADE INC,ACCD,00437E102,"5,554,591","$51,990,971.76",3.45%
04/04/2024,ARKG,TELADOC HEALTH INC,TDOC,87918A105,"3,205,502","$46,191,283.82",3.06%
04/04/2024,ARKG,VERACYTE INC,VCYT,92337F107,"1,947,833","$40,183,794.79",2.67%
04/04/2024,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,"185,133","$40,197,928.29",2.67%
04/04/2024,ARKG,MODERNA INC,MRNA,60770K107,"386,733","$39,141,246.93",2.60%
04/04/2024,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"11,684,608","$39,260,282.88",2.60%
04/04/2024,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"2,607,721","$38,046,649.39",2.52%
04/04/2024,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,"89,152","$36,446,229.12",2.42%
04/04/2024,ARKG,STANDARD BIOTOOLS INC,LAB,34385P108,"12,907,663","$34,334,383.58",2.28%
04/04/2024,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"10,459,992","$28,032,778.56",1.86%
04/04/2024,ARKG,908 DEVICES INC,MASS,65443P102,"4,007,428","$26,489,099.08",1.76%
04/04/2024,ARKG,VERVE THERAPEUTICS INC,VERV,92539P101,"2,945,803","$25,657,944.13",1.70%
04/04/2024,ARKG,INCYTE CORP,INCY,45337C102,"434,272","$24,019,584.32",1.59%
04/04/2024,ARKG,QUANTUM-SI INC,QSI,74765K105,"12,639,642","$23,256,941.28",1.54%
04/04/2024,ARKG,UIPATH INC - CLASS A,PATH,90364P105,"977,643","$21,058,430.22",1.40%
04/04/2024,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"2,139,293","$20,751,142.10",1.38%
04/04/2024,ARKG,PRIME MEDICINE INC,PRME,74168J101,"3,011,077","$17,464,246.60",1.16%
04/04/2024,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,"18,012","$17,128,511.40",1.14%
04/04/2024,ARKG,ABSCI CORP,ABSI,00091E109,"3,243,231","$17,221,556.61",1.14%
04/04/2024,ARKG,CERUS CORP,CERS,157085101,"8,144,164","$15,311,028.32",1.02%
04/04/2024,ARKG,AMGEN INC,AMGN,031162100,"51,114","$14,026,703.88",0.93%
04/04/2024,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"11,180,902","$11,628,138.08",0.77%
04/04/2024,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,"2,676,952","$11,002,272.72",0.73%
04/04/2024,ARKG,PERSONALIS INC,PSNL,71535D106,"6,150,883","$8,303,692.05",0.55%
04/04/2024,ARKG,NATERA INC,NTRA,632307104,"81,942","$7,588,648.62",0.50%
04/04/2024,ARKG,GUARDANT HEALTH INC,GH,40131M109,"357,436","$7,041,489.20",0.47%
04/04/2024,ARKG,NVIDIA CORP,NVDA,67066G104,"7,151","$6,361,815.64",0.42%
04/04/2024,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"921,534","$921,534.36",0.06%
04/04/2024,ARKG,SENTI BIOSCIENCES INC,SNTI,81726A100,"1,598,804","$545,352.04",0.04%
04/04/2024,ARKG,Senti Bio - place holdershares,,DNBLFB2Y2,"243,471","$83,047.96",0.01%
