date,fund,company,ticker,cusip,shares,market value ($),weight (%)
11/07/2025,ARKK,TESLA INC,TSLA,88160R101,"2,284,691","$1,018,766,563.81",13.15%
11/07/2025,ARKK,ROKU INC,ROKU,77543R102,"4,313,801","$452,172,620.82",5.84%
11/07/2025,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"1,442,277","$425,789,015.94",5.50%
11/07/2025,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,"6,978,808","$395,070,320.88",5.10%
11/07/2025,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,"2,311,021","$360,634,827.05",4.66%
11/07/2025,ARKK,TEMPUS AI INC,TEM,88023B103,"4,905,721","$353,653,426.89",4.57%
11/07/2025,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,"1,411,383","$335,485,739.10",4.33%
11/07/2025,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,"2,625,228","$333,613,974.24",4.31%
11/07/2025,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"1,801,097","$315,282,029.85",4.07%
11/07/2025,ARKK,ROBLOX CORP -CLASS A,RBLX,771049103,"3,002,383","$304,081,350.24",3.93%
11/07/2025,ARKK,TERADYNE INC,TER,880770102,"1,211,706","$224,189,844.12",2.89%
11/07/2025,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,"8,329,597","$192,830,170.55",2.49%
11/07/2025,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"4,684,059","$175,043,284.83",2.26%
11/07/2025,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,"19,528,180","$173,410,238.40",2.24%
11/07/2025,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,"1,696,343","$169,651,263.43",2.19%
11/07/2025,ARKK,AMAZON.COM INC,AMZN,023135106,"555,645","$135,043,960.80",1.74%
11/07/2025,ARKK,VERACYTE INC,VCYT,92337F107,"2,886,298","$120,329,763.62",1.55%
11/07/2025,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,"3,816,796","$116,908,461.48",1.51%
11/07/2025,ARKK,ILLUMINA INC,ILMN,452327109,"944,575","$114,397,478.25",1.48%
11/07/2025,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,"8,136,992","$105,780,896.00",1.37%
11/07/2025,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"8,319,343","$102,494,305.76",1.32%
11/07/2025,ARKK,NATERA INC,NTRA,632307104,"510,862","$101,395,889.76",1.31%
11/07/2025,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,"1,472,065","$98,952,209.30",1.28%
11/07/2025,ARKK,NVIDIA CORP,NVDA,67066G104,"512,927","$96,471,310.16",1.25%
11/07/2025,ARKK,BLOCK INC,XYZ,852234103,"1,345,094","$95,407,517.42",1.23%
11/07/2025,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"326,628","$94,473,882.72",1.22%
11/07/2025,ARKK,PAGERDUTY INC,PD,69553P100,"6,192,392","$93,628,967.04",1.21%
11/07/2025,ARKK,GITLAB INC-CL A,GTLB,37637K108,"1,974,692","$89,966,967.52",1.16%
11/07/2025,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,"429,801","$83,351,307.93",1.08%
11/07/2025,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"17,814,021","$82,300,777.02",1.06%
11/07/2025,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,"132,064","$81,739,692.16",1.06%
11/07/2025,ARKK,DEERE & CO,DE,244199105,"172,688","$82,092,421.44",1.06%
11/07/2025,ARKK,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"2,896,671","$81,048,854.58",1.05%
11/07/2025,ARKK,BULLISH,BLSH,G16910120,"1,800,127","$80,267,662.93",1.04%
11/07/2025,ARKK,PINTEREST INC- CLASS A,PINS,72352L106,"2,810,529","$73,860,702.12",0.95%
11/07/2025,ARKK,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"1,533,622","$70,393,249.80",0.91%
11/07/2025,ARKK,AIRBNB INC-CLASS A,ABNB,009066101,"583,930","$70,381,082.90",0.91%
11/07/2025,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"951,960","$68,931,423.60",0.89%
11/07/2025,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,"2,423,051","$65,810,065.16",0.85%
11/07/2025,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,"321,314","$44,566,251.80",0.58%
11/07/2025,ARKK,BAIDU INC - SPON ADR,BIDU,056752108,"352,453","$44,775,629.12",0.58%
11/07/2025,ARKK,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"255,606","$42,842,121.66",0.55%
11/07/2025,ARKK,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"39,697,849","$39,697,848.95",0.51%
11/07/2025,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"20,856,850","$37,125,193.00",0.48%
11/07/2025,ARKK,BRERA HOLDINGS PLC-CL B,SLMT,G13311116,"4,668,398","$31,791,790.38",0.41%
11/07/2025,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"1,833,229","$30,981,570.10",0.40%
11/07/2025,ARKK,BRERA HOLDINGS PLC WTS,,BREADUMMY,"4,316,257","$24,559,502.33",0.32%
11/07/2025,ARKK,CERUS CORP,CERS,157085101,"10,188,364","$14,365,593.24",0.19%
