date,fund,company,ticker,cusip,shares,market value ($),weight (%)
05/28/2025,ARKG,TEMPUS AI INC,TEM,88023B103,"1,520,238","$100,138,077.06",10.84%
05/28/2025,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,038,811","$76,598,129.27",8.29%
05/28/2025,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"2,120,708","$62,370,022.28",6.75%
05/28/2025,ARKG,NATERA INC,NTRA,632307104,"347,933","$54,681,150.28",5.92%
05/28/2025,ARKG,GUARDANT HEALTH INC,GH,40131M109,"1,348,943","$52,838,097.31",5.72%
05/28/2025,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"11,696,420","$51,347,283.80",5.56%
05/28/2025,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"5,144,980","$47,025,117.20",5.09%
05/28/2025,ARKG,SCHRODINGER INC,SDGR,80810D103,"1,960,276","$42,145,934.00",4.56%
05/28/2025,ARKG,CAREDX INC,CDNA,14167L103,"2,096,080","$36,953,890.40",4.00%
05/28/2025,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"1,965,372","$33,470,285.16",3.62%
05/28/2025,ARKG,PERSONALIS INC,PSNL,71535D106,"7,110,736","$33,349,351.84",3.61%
05/28/2025,ARKG,VERACYTE INC,VCYT,92337F107,"1,190,303","$33,292,774.91",3.60%
05/28/2025,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"913,123","$30,425,258.36",3.29%
05/28/2025,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"3,217,619","$27,639,347.21",2.99%
05/28/2025,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,858,556","$26,656,034.70",2.88%
05/28/2025,ARKG,ABSCI CORP,ABSI,00091E109,"9,688,392","$26,352,426.24",2.85%
05/28/2025,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"1,713,623","$20,614,884.69",2.23%
05/28/2025,ARKG,ILLUMINA INC,ILMN,452327109,"211,167","$17,419,165.83",1.88%
05/28/2025,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"6,407,874","$16,211,921.22",1.75%
05/28/2025,ARKG,AMGEN INC,AMGN,031162100,"57,809","$16,154,725.05",1.75%
05/28/2025,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,569,818","$15,337,121.86",1.66%
05/28/2025,ARKG,QUANTUM-SI INC,QSI,74765K105,"7,953,166","$15,270,078.72",1.65%
05/28/2025,ARKG,908 DEVICES INC,MASS,65443P102,"2,645,802","$14,393,162.88",1.56%
05/28/2025,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,"49,722","$11,836,819.32",1.28%
05/28/2025,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,"23,992","$10,700,432.00",1.16%
05/28/2025,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"11,238,846","$10,229,597.63",1.11%
05/28/2025,ARKG,INCYTE CORP,INCY,45337C102,"153,249","$10,014,822.15",1.08%
05/28/2025,ARKG,CERUS CORP,CERS,157085101,"6,948,843","$8,755,542.18",0.95%
05/28/2025,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,"12,526","$7,556,434.76",0.82%
05/28/2025,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"1,647,413","$7,050,927.64",0.76%
05/28/2025,ARKG,STANDARD BIOTOOLS INC,LAB,34385P108,"3,151,469","$3,246,013.07",0.35%
05/28/2025,ARKG,PRIME MEDICINE INC,PRME,74168J101,"2,318,840","$2,944,926.80",0.32%
05/28/2025,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,111,475","$1,111,474.88",0.12%
