date,fund,company,ticker,cusip,shares,market value ($),weight (%)
07/13/2021,ARKW,TESLA INC,TSLA,88160R101,"923,989","$633,579,257.30",10.48%
07/13/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"218,758","$326,986,332.92",5.41%
07/13/2021,ARKW,TWITTER INC,TWTR,90184L102,"4,408,064","$307,947,351.04",5.09%
07/13/2021,ARKW,SQUARE INC - A,SQ,852234103,"1,083,872","$263,760,251.20",4.36%
07/13/2021,ARKW,TELADOC HEALTH INC,TDOC,87918A105,"1,679,220","$261,941,527.80",4.33%
07/13/2021,ARKW,TWILIO INC - A,TWLO,90138F102,"625,505","$246,079,922.05",4.07%
07/13/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,"8,685,452","$233,638,658.80",3.86%
07/13/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"885,834","$231,211,532.34",3.82%
07/13/2021,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"926,474","$229,459,815.58",3.79%
07/13/2021,ARKW,ROKU INC,ROKU,77543R102,"494,472","$214,309,109.52",3.54%
07/13/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,"552,054","$209,294,712.48",3.46%
07/13/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,70614W100,"1,666,098","$200,448,250.38",3.31%
07/13/2021,ARKW,UNITY SOFTWARE INC,U,91332U101,"1,867,176","$198,275,419.44",3.28%
07/13/2021,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"2,151,394","$167,486,022.90",2.77%
07/13/2021,ARKW,SKILLZ INC,SKLZ,83067L109,"7,661,801","$135,690,495.71",2.24%
07/13/2021,ARKW,SEA LTD-ADR,SE,81141R100,"468,698","$129,295,030.28",2.14%
07/13/2021,ARKW,ZILLOW GROUP INC - C,Z,98954M200,"1,094,307","$124,904,200.98",2.07%
07/13/2021,ARKW,DRAFTKINGS INC - CL A,DKNG,26142R104,"2,536,756","$124,706,924.96",2.06%
07/13/2021,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"4,716,164","$108,235,963.80",1.79%
07/13/2021,ARKW,OKTA INC,OKTA,679295105,"361,015","$88,647,233.25",1.47%
07/13/2021,ARKW,PINDUODUO INC-ADR,PDD,722304102,"779,809","$86,184,490.68",1.43%
07/13/2021,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"954,691","$82,618,959.14",1.37%
07/13/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,"270,535","$81,963,988.95",1.36%
07/13/2021,ARKW,UIPATH INC - CLASS A,PATH,90364P105,"1,201,451","$79,776,346.40",1.32%
07/13/2021,ARKW,JD.COM INC-ADR,JD,47215P106,"1,094,885","$80,112,735.45",1.32%
07/13/2021,ARKW,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,"4,194,468","$69,124,832.64",1.14%
07/13/2021,ARKW,ETSY INC,ETSY,29786A106,"348,702","$67,752,798.60",1.12%
07/13/2021,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"605,444","$64,952,032.32",1.07%
07/13/2021,ARKW,DOCUSIGN INC,DOCU,256163106,"225,580","$64,989,598.00",1.07%
07/13/2021,ARKW,NETFLIX INC,NFLX,64110L106,"114,424","$61,481,159.44",1.02%
07/13/2021,ARKW,SNAP INC - A,SNAP,83304A106,"943,297","$61,116,212.63",1.01%
07/13/2021,ARKW,ADYEN NV-UNSPON ADR,ADYEY,00783V104,"1,188,638","$60,882,038.36",1.01%
07/13/2021,ARKW,VUZIX CORP,VUZI,92921W300,"3,588,883","$60,221,456.74",1.00%
07/13/2021,ARKW,FARFETCH LTD-CLASS A,FTCH,30744W107,"1,214,816","$58,955,020.48",0.97%
07/13/2021,ARKW,2U INC,TWOU,90214J101,"1,315,799","$57,368,836.40",0.95%
07/13/2021,ARKW,PAGERDUTY INC,PD,69553P100,"1,370,343","$57,609,219.72",0.95%
07/13/2021,ARKW,LENDINGCLUB CORP,LC,52603A208,"3,317,949","$57,533,235.66",0.95%
07/13/2021,ARKW,SPLUNK INC,SPLK,848637104,"423,626","$57,613,136.00",0.95%
07/13/2021,ARKW,NANO DIMENSION LTD - ADR,NNDM,63008G203,"7,640,012","$54,396,885.44",0.90%
07/13/2021,ARKW,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,"744,181","$53,655,450.10",0.89%
07/13/2021,ARKW,MERCADOLIBRE INC,MELI,58733R102,"34,602","$52,802,652.00",0.87%
07/13/2021,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,"712,985","$48,761,044.15",0.81%
07/13/2021,ARKW,WALT DISNEY CO/THE,DIS,254687106,"258,226","$47,611,709.88",0.79%
07/13/2021,ARKW,VERACYTE INC,VCYT,92337F107,"1,151,499","$45,369,060.60",0.75%
07/13/2021,ARKW,KE HOLDINGS INC-ADR,BEKE,482497104,"1,179,209","$44,562,308.11",0.74%
07/13/2021,ARKW,KANZHUN LTD,BZ,48553T106,"854,603","$29,193,238.48",0.48%
07/13/2021,ARKW,HUYA INC-ADR,HUYA,44852D108,"1,581,661","$23,535,115.68",0.39%
07/13/2021,ARKW,KHOSLA VENTURES ACQUISITIO-A,KVSB,482505104,"110,200","$1,158,202.00",0.02%
07/13/2021,ARKW,SNOWFLAKE INC-CLASS A,SNOW,833445109,98,"$26,171.88",0.00%
07/13/2021,ARKW,CONCORD ACQUISITION CORP -A,CND,206071102,"3,800","$39,710.00",0.00%
