date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/29/2021,ARKX,TRIMBLE INC,TRMB,896239100,"607,498","$51,248,531.28",9.34%
09/29/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,"1,120,424","$40,492,123.36",7.38%
09/29/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"1,525,914","$34,226,251.02",6.23%
09/29/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"139,076","$30,858,182.88",5.62%
09/29/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,"85,849","$30,231,725.35",5.51%
09/29/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"689,904","$28,617,217.92",5.21%
09/29/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,"210,475","$26,768,210.50",4.88%
09/29/2021,ARKX,KOMATSU LTD,6301,6496584,"1,028,088","$25,541,957.53",4.65%
09/29/2021,ARKX,THALES SA,HO,4162791,"223,576","$21,952,874.90",4.00%
09/29/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,"5,417,313","$21,788,287.05",3.97%
09/29/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,"210,513","$18,135,694.95",3.30%
09/29/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,"1,554,732","$16,915,484.16",3.08%
09/29/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,"310,235","$16,240,802.25",2.96%
09/29/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"300,462","$16,004,695.58",2.92%
09/29/2021,ARKX,AMAZON.COM INC,AMZN,023135106,"4,684","$15,531,956.64",2.83%
09/29/2021,ARKX,NETFLIX INC,NFLX,64110L106,"25,376","$14,815,777.60",2.70%
09/29/2021,ARKX,DEERE & CO,DE,244199105,"32,802","$11,609,939.88",2.11%
09/29/2021,ARKX,JOBY AVIATION INC,JOBY,G65163100,"1,101,104","$10,955,984.80",2.00%
09/29/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,"225,085","$9,714,668.60",1.77%
09/29/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,"3,397","$9,252,340.96",1.69%
09/29/2021,ARKX,TERADYNE INC,TER,880770102,"80,608","$8,985,373.76",1.64%
09/29/2021,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,"1,186,466","$8,590,013.84",1.56%
09/29/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,"59,023","$8,583,714.89",1.56%
09/29/2021,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,"923,739","$8,378,312.73",1.53%
09/29/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,"781,835","$7,701,074.75",1.40%
09/29/2021,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"283,345","$7,179,962.30",1.31%
09/29/2021,ARKX,BOEING CO/THE,BA,097023105,"30,281","$6,613,673.21",1.20%
09/29/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,"28,743","$6,178,882.71",1.13%
09/29/2021,ARKX,AIRBUS SE,AIR,4012250,"43,493","$5,761,860.58",1.05%
09/29/2021,ARKX,ANSYS INC,ANSS,03662Q105,"16,532","$5,680,560.52",1.03%
09/29/2021,ARKX,HEICO CORP,HEI,422806109,"42,423","$5,680,863.93",1.03%
09/29/2021,ARKX,SYNOPSYS INC,SNPS,871607107,"17,406","$5,255,393.58",0.96%
09/29/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,"32,382","$5,117,975.10",0.93%
09/29/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,"11,315","$4,891,021.90",0.89%
09/29/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,"1,870,107.06","$1,870,107.06",0.34%
09/29/2021,ARKX,NVIDIA CORP,NVDA,67066G104,"7,817","$1,618,040.83",0.29%
