date,fund,company,ticker,cusip,weight,shares_held,market_value
2020-10-09,ARKF,GWRE US Equity,GWRE,40171V100,1.1989,82139,9484590.33
2020-10-09,ARKF,NVDA US Equity,NVDA,67066G104,1.1214,644600,8871468.65
2020-10-09,ARKF,IBKR US Equity,IBKR,45841N107,1.1211,700304,8869350.16
2020-10-09,ARKF,SCHW US Equity,SCHW,808513105,1.0929,226152,8645790.96
2020-10-09,ARKF,HDB US Equity,HDB,40415F101,1.0849,305314,8582376.54
2020-10-09,ARKF,DSY SJ Equity,DSY,,1.0647,1078451,8422640.92
2020-10-09,ARKF,ZS US Equity,ZS,98980G102,1.0226,53235,8089590.6
2020-10-09,ARKF,TRU US Equity,TRU,89400J107,1.0036,88985,7939241.7
2020-10-09,ARKF,9923 HK Equity,9923,,0.9721,1192000,7690322.58
2020-10-09,ARKF,JD US Equity,JD,47215P106,0.9294,92150,7352648.5
2020-10-09,ARKF,PDD US Equity,PDD,722304102,0.8666,86196,6856029.84
2020-10-09,ARKF,VRSK US Equity,VRSK,92345Y106,0.8522,36018,6741849.24
2020-10-09,ARKF,MKTX US Equity,MKTX,57060D108,0.5157,7815,4079820.75
2020-10-09,ARKF,SICPQ US Equity,SICPQ,82837P408,0.4609,235364,3645788.36
2020-10-09,ARKF,OPEN US Equity,OPEN,683712103,0.3966,147722,3137615.28
2020-10-09,ARKF,MVRXX US Equity,MVRXX,61747C707,0.1195,945329.62,945329.62
2020-10-09,ARKF,JPY Curncy,JPY,,0.0393,32799857,310590
2020-10-09,ARKF,ZAR Curncy,ZAR,,0,1.15,0.07
2020-10-09,ARKF,USD Curncy,USD,,0,212.01,0
2020-10-12,ARKF,XYZ US Equity,XYZ,852234103,11.8443,513316,95050723.72
2020-10-12,ARKF,MELI US Equity,MELI,58733R102,4.713,31110,37821982.5
2020-10-12,ARKF,PINS US Equity,PINS,72352L106,4.1631,758602,33408832.08
2020-10-12,ARKF,SE US Equity,SE,81141R100,4.0197,192957,32258551.26
2020-10-12,ARKF,TCEHY US Equity,TCEHY,88032Q109,3.8642,424337,31010547.96
2020-10-12,ARKF,ADYEN NA Equity,ADYEN,,3.8376,15034,30796531.56
2020-10-12,ARKF,TREE US Equity,TREE,52603B107,3.8273,93829,30713984.86
2020-10-12,ARKF,ICE US Equity,ICE,45866F104,3.5617,277612,28582931.52
2020-10-12,ARKF,Z US Equity,Z,98954M200,3.5605,282877,28573405.77
2020-10-12,ARKF,BABA US Equity,BABA,01609W102,3.5083,91905,28154177.7
2020-10-12,ARKF,PYPL US Equity,PYPL,70450Y103,3.2132,127962,25785622.62
2020-10-12,ARKF,4689 JP Equity,4689,,3.0796,3346112,24714246.32
2020-10-12,ARKF,3690 HK Equity,3690,,2.9992,677815,24068836.72
2020-10-12,ARKF,AMZN US Equity,AMZN,023135106,2.9084,135580,23339622.47
2020-10-12,ARKF,TWLO US Equity,TWLO,90138F102,2.8679,69801,23014785.72
2020-10-12,ARKF,AAPL US Equity,AAPL,037833100,2.8007,180671,22475472.4
2020-10-12,ARKF,META US Equity,META,30303M102,2.3693,68954,19014065.5
2020-10-12,ARKF,6060 HK Equity,6060,,2.1838,3268785,17524792.32
2020-10-12,ARKF,SPLK US Equity,SPLK,848637104,2.1417,79816,17187577.44
2020-10-12,ARKF,SNAP US Equity,SNAP,83304A106,1.8521,551306,14863209.76
2020-10-12,ARKF,DOCU US Equity,DOCU,256163106,1.8305,63356,14689722.16
2020-10-12,ARKF,WORK US Equity,WORK,83088V102,1.5316,386646,12291476.34
2020-10-12,ARKF,WDAY US Equity,WDAY,98138H101,1.4934,52519,11984310.61
2020-10-12,ARKF,LSPD CN Equity,LSPD,53229C107,1.4646,316196,11753377.81
2020-10-12,ARKF,TSM US Equity,TSM,874039100,1.3332,117684,10698652.44
2020-10-12,ARKF,CRM US Equity,CRM,79466L302,1.3054,39226,10476087.82
2020-10-12,ARKF,INTU US Equity,INTU,461202103,1.2383,28317,9937284.81
2020-10-12,ARKF,LC US Equity,LC,52603A208,1.2373,1811922,9929332.56
2020-10-12,ARKF,8473 JP Equity,8473,,1.2086,394774,9699293.8
2020-10-12,ARKF,GWRE US Equity,GWRE,40171V100,1.186,82139,9517445.93
2020-10-12,ARKF,NVDA US Equity,NVDA,67066G104,1.1427,644600,9170079.6
2020-10-12,ARKF,IBKR US Equity,IBKR,45841N107,1.1224,700304,9007660.2
2020-10-12,ARKF,SCHW US Equity,SCHW,808513105,1.0841,226152,8700067.44
2020-10-12,ARKF,HDB US Equity,HDB,40415F101,1.0605,305314,8510627.75
2020-10-12,ARKF,DSY SJ Equity,DSY,,1.0498,1078451,8424505.58
2020-10-12,ARKF,9923 HK Equity,9923,,1.0158,1192000,8151689.34
2020-10-12,ARKF,ZS US Equity,ZS,98980G102,1.0027,53235,8046470.25
2020-10-12,ARKF,TRU US Equity,TRU,89400J107,0.9898,88985,7942801.1
2020-10-12,ARKF,JD US Equity,JD,47215P106,0.9682,92150,7770088
2020-10-12,ARKF,PDD US Equity,PDD,722304102,0.91,86196,7302525.12
2020-10-12,ARKF,VRSK US Equity,VRSK,92345Y106,0.8651,36018,6942469.5
2020-10-12,ARKF,OPEN US Equity,OPEN,683712103,0.5349,185022,4292510.4
2020-10-12,ARKF,MKTX US Equity,MKTX,57060D108,0.5183,7815,4159377.45
2020-10-12,ARKF,SICPQ US Equity,SICPQ,82837P408,0.4734,235364,3798774.96
2020-10-12,ARKF,MVRXX US Equity,MVRXX,61747C707,0.1178,945329.62,945329.62
2020-10-12,ARKF,ZAR Curncy,ZAR,,0,1.15,0.07
2020-10-12,ARKF,JPY Curncy,JPY,,0,0,0
2020-10-12,ARKF,USD Curncy,USD,,0,-266618.68,0
2020-10-13,ARKF,XYZ US Equity,XYZ,852234103,12.0624,532496,101424513.12
