date,fund,company,ticker,cusip,weight,shares_held,market_value
2021-03-30,ARKX,TRMB US Equity,TRMB,896239100,8.5953,4624,351608.96
2021-03-30,ARKX,PRNT US Equity,PRNT,00214Q500,6.0821,6544,248802.88
2021-03-30,ARKX,KTOS US Equity,KTOS,50077B207,6.0144,8812,246031.04
2021-03-30,ARKX,LHX US Equity,LHX,502431109,5.0637,1020,207141.6
2021-03-30,ARKX,JD US Equity,JD,47215P106,4.9507,2440,202520
2021-03-30,ARKX,6301 JP Equity,6301,,4.7697,6188,195115.35
2021-03-30,ARKX,LMT US Equity,LMT,539830109,4.529,500,185270
2021-03-30,ARKX,IRDM US Equity,IRDM,46269C102,4.4054,4528,180214.4
2021-03-30,ARKX,HO FP Equity,HO,,3.974,1628,162563.41
2021-03-30,ARKX,BA US Equity,BA,097023105,3.5731,580,146165.8
2021-03-30,ARKX,SPR US Equity,SPR,848574109,3.3252,2748,136026
2021-03-30,ARKX,NVDA US Equity,NVDA,67066G104,3.3228,10560,135925.68
2021-03-30,ARKX,DE US Equity,DE,244199105,3.181,348,130124.16
2021-03-30,ARKX,AMZN US Equity,AMZN,023135106,2.9875,800,122211.6
2021-03-30,ARKX,TER US Equity,TER,880770102,2.6646,940,109002.4
2021-03-30,ARKX,GOOG US Equity,GOOG,02079K107,2.6129,1040,106888.08
2021-03-30,ARKX,TDY US Equity,TDY,879360105,2.5704,260,105146.6
2021-03-30,ARKX,DSY FP Equity,DSY,,2.5078,2420,102587.08
2021-03-30,ARKX,GRMN US Equity,GRMN,,2.0453,640,83667.2
2021-03-30,ARKX,SPCE US Equity,SPCE,92766K403,1.9805,134.4,81016.32
2021-03-30,ARKX,RAVN US Equity,RAVN,754212108,1.8714,2048,76554.24
2021-03-30,ARKX,BABA US Equity,BABA,01609W102,1.614,288,66024
2021-03-30,ARKX,AIR FP Equity,AIR,,1.6123,576,65954.71
2021-03-30,ARKX,AVAV US Equity,AVAV,008073108,1.5872,552,64926.24
2021-03-30,ARKX,ESLT IT Equity,ESLT,,1.4933,432,61084.8
2021-03-30,ARKX,NFLX US Equity,NFLX,64110L106,1.255,100,51339
2021-03-30,ARKX,HEI US Equity,HEI,422806109,1.1379,376,46548.8
2021-03-30,ARKX,HON US Equity,HON,438516106,1.1302,212,46235.08
2021-03-30,ARKX,WKHS US Equity,WKHS,98138J404,1.0522,12.848,43040.8
2021-03-30,ARKX,TSM US Equity,TSM,874039100,1.0014,356,40964.92
2021-03-30,ARKX,TCEHY US Equity,TCEHY,88032Q109,0.9866,512,40360.96
2021-03-30,ARKX,SNPS US Equity,SNPS,871607107,0.984,168,40252.8
2021-03-30,ARKX,XLNX US Equity,XLNX,983919101,0.9763,332,39939.6
2021-03-30,ARKX,ANSS US Equity,ANSS,03662Q105,0.9736,120,39826.8
2021-03-30,ARKX,3690 HK Equity,3690,,0.9011,976,36860.51
2021-03-30,ARKX,ADSK US Equity,ADSK,052769106,0.8137,124,33285.32
2021-03-30,ARKX,JOBY US Equity,JOBY,,0.7314,2936,29917.84
2021-03-30,ARKX,ACHR US Equity,ACHR,03945R102,0.7224,2920,29550.4
2021-03-30,ARKX,MVRXX US Equity,MVRXX,61747C707,0.0005,20,20
2021-03-30,ARKX,USD Curncy,USD,,0,0,0
2021-03-31,ARKX,TRMB US Equity,TRMB,896239100,8.6928,70782,5506131.78
2021-03-31,ARKX,PRNT US Equity,PRNT,00214Q500,6.1423,100170,3890602.8
