date,fund,company,ticker,cusip,shares,market value ($),weight (%)
06/28/2024,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"1,044,854","$20,865,734.38",9.06%
06/28/2024,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"719,385","$19,279,518.00",8.37%
06/28/2024,ARKX,AEROVIRONMENT INC,AVAV,008073108,"98,973","$17,608,286.43",7.65%
06/28/2024,ARKX,TERADYNE INC,TER,880770102,"115,042","$16,976,747.94",7.37%
06/28/2024,ARKX,TRIMBLE INC,TRMB,896239100,"278,711","$15,446,163.62",6.71%
06/28/2024,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"57,692","$12,875,700.56",5.59%
06/28/2024,ARKX,KOMATSU LTD,6301,6496584,"371,988","$10,603,444.90",4.60%
06/28/2024,ARKX,AMAZON.COM INC,AMZN,023135106,"46,882","$9,275,603.70",4.03%
06/28/2024,ARKX,ROCKET LAB USA INC,RKLB,773122106,"1,580,371","$7,680,603.06",3.34%
06/28/2024,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,"2,120,486","$7,400,496.14",3.21%
06/28/2024,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,"1,969,395","$6,774,718.80",2.94%
06/28/2024,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,"320,199","$6,298,314.33",2.74%
06/28/2024,ARKX,DEERE & CO,DE,244199105,"16,583","$6,248,308.57",2.71%
06/28/2024,ARKX,GARMIN LTD,GRMN UN,B3Z5T14,"38,084","$6,169,988.84",2.68%
06/28/2024,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"163,204","$6,107,026.71",2.65%
06/28/2024,ARKX,ALPHABET INC-CL C,GOOG,02079K107,"29,340","$5,482,472.40",2.38%
06/28/2024,ARKX,THALES SA,HO,4162791,"33,392","$5,379,061.73",2.34%
06/28/2024,ARKX,JOBY AVIATION INC,JOBY,G65163100,"991,493","$5,056,614.30",2.20%
06/28/2024,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"186,412","$4,701,310.64",2.04%
06/28/2024,ARKX,UIPATH INC - CLASS A,PATH,90364P105,"358,438","$4,544,993.84",1.97%
06/28/2024,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,"17,208","$3,689,051.04",1.60%
06/28/2024,ARKX,HEICO CORP,HEI,422806109,"16,081","$3,646,849.18",1.58%
06/28/2024,ARKX,SYNOPSYS INC,SNPS,871607107,"6,062","$3,606,890.00",1.57%
06/28/2024,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,"7,024","$3,281,121.12",1.42%
06/28/2024,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,"18,304","$3,226,080.00",1.40%
06/28/2024,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,"7,935","$3,066,163.35",1.33%
06/28/2024,ARKX,JD LOGISTICS INC,2618,BNMBPD9,"2,840,654","$2,946,491.24",1.28%
06/28/2024,ARKX,AIRBUS SE,AIR,4012250,"19,589","$2,739,151.38",1.19%
06/28/2024,ARKX,ANSYS INC,ANSS,03662Q105,"8,158","$2,625,407.56",1.14%
06/28/2024,ARKX,MYNARIC AG NA O.N.,MYNA,62857X101,"488,868","$1,965,249.36",0.85%
06/28/2024,ARKX,UNITY SOFTWARE INC,U,91332U101,"109,338","$1,808,450.52",0.79%
06/28/2024,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,"2,820,532","$1,157,546.33",0.50%
06/28/2024,ARKX,3D SYSTEMS CORP,DDD,88554D205,"299,285","$918,804.95",0.40%
06/28/2024,ARKX,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"777,907","$777,907.04",0.34%
06/28/2024,ARKX,VELO3D INC,VLD,92259N203,"12,891","$44,602.86",0.02%
