date,fund,company,ticker,cusip,shares,market value ($),weight (%)
08/14/2024,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"2,504,733","$111,610,902.48",8.41%
08/14/2024,ARKG,CAREDX INC,CDNA,14167L103,"3,814,392","$105,315,363.12",7.93%
08/14/2024,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"1,796,406","$86,622,697.32",6.53%
08/14/2024,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"10,234,298","$66,932,308.92",5.04%
08/14/2024,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"1,357,679","$63,688,721.89",4.80%
08/14/2024,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,684,794","$60,166,233.54",4.53%
08/14/2024,ARKG,VERACYTE INC,VCYT,92337F107,"1,838,938","$59,857,431.90",4.51%
08/14/2024,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"2,568,300","$55,295,499.00",4.17%
08/14/2024,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"11,765,109","$53,648,897.04",4.04%
08/14/2024,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"2,247,751","$48,394,079.03",3.65%
08/14/2024,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"1,984,313","$48,298,178.42",3.64%
08/14/2024,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,370,086","$47,188,412.26",3.55%
08/14/2024,ARKG,NATERA INC,NTRA,632307104,"371,418","$44,206,170.36",3.33%
08/14/2024,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"1,957,395","$38,501,959.65",2.90%
08/14/2024,ARKG,MODERNA INC,MRNA,60770K107,"392,627","$32,548,778.30",2.45%
08/14/2024,ARKG,TEMPUS AI INC,TEM,88023B103,"747,787","$31,893,115.55",2.40%
08/14/2024,ARKG,GUARDANT HEALTH INC,GH,40131M109,"1,051,157","$31,261,409.18",2.35%
08/14/2024,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,"162,449","$30,917,293.68",2.33%
08/14/2024,ARKG,PERSONALIS INC,PSNL,71535D106,"6,252,564","$29,136,948.24",2.19%
08/14/2024,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,"57,998","$27,119,284.82",2.04%
08/14/2024,ARKG,AMGEN INC,AMGN,031162100,"77,692","$25,129,477.40",1.89%
08/14/2024,ARKG,ACCOLADE INC,ACCD,00437E102,"5,460,257","$22,168,643.42",1.67%
08/14/2024,ARKG,ABSCI CORP,ABSI,00091E109,"5,601,857","$21,735,205.16",1.64%
08/14/2024,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"12,436,502","$18,530,387.98",1.40%
08/14/2024,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,"15,354","$17,784,998.82",1.34%
08/14/2024,ARKG,CERUS CORP,CERS,157085101,"7,743,523","$17,113,185.83",1.29%
08/14/2024,ARKG,STANDARD BIOTOOLS INC,LAB,34385P108,"10,534,374","$17,171,029.62",1.29%
08/14/2024,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,"286,752","$16,866,752.64",1.27%
08/14/2024,ARKG,908 DEVICES INC,MASS,65443P102,"3,946,453","$16,772,425.25",1.26%
08/14/2024,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"2,034,059","$14,258,753.59",1.07%
08/14/2024,ARKG,INCYTE CORP,INCY,45337C102,"214,474","$13,301,677.48",1.00%
08/14/2024,ARKG,PRIME MEDICINE INC,PRME,74168J101,"2,862,957","$12,282,085.53",0.93%
08/14/2024,ARKG,QUANTUM-SI INC,QSI,74765K105,"12,017,868","$10,937,461.67",0.82%
08/14/2024,ARKG,VERVE THERAPEUTICS INC,VERV,92539P101,"2,209,703","$10,032,051.62",0.76%
08/14/2024,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"10,288,456","$9,983,917.70",0.75%
08/14/2024,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,"2,545,267","$7,533,990.32",0.57%
08/14/2024,ARKG,TELADOC HEALTH INC,TDOC,87918A105,"400,010","$2,788,069.70",0.21%
08/14/2024,ARKG,SENTI BIOSCIENCES INC,SNTI,81726A209,"175,878","$344,720.88",0.03%
08/14/2024,ARKG,GINKGO BIOWORKS HOLDINGS INC,DNA,37611X100,"475,712","$133,627.50",0.01%
08/14/2024,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,0,$0.00,0.00%
