date,fund,company,ticker,cusip,weight,shares_held,market_value
2026-03-31,ARKSX,SpaceX,,,17.02,,
2026-03-31,ARKSX,OpenAI,,,11.49,,
2026-03-31,ARKSX,"Replit, Inc.",,,4.73,,
2026-03-31,ARKSX,Figure AI Inc.,,,4.05,,
2026-03-31,ARKSX,"Anthropic, Inc.",,,3.54,,
2026-03-31,ARKSX,"Databricks, Inc.",,,3.16,,
2026-03-31,ARKSX,Zipline International Inc.,,,2.92,,
2026-03-31,ARKSX,Ayar Labs,,,2.72,,
2026-03-31,ARKSX,"Radiant Industries, Inc",,,2.69,,
2026-03-31,ARKSX,"Boom Technology, Inc.",,,2.66,,
2026-03-31,ARKSX,Neuralink Corp.,,,2.62,,
2026-03-31,ARKSX,Manna Drone Delivery Inc.,,,2.18,,
2026-03-31,ARKSX,Tenstorrent Holdings Inc.,,,2.16,,
2026-03-31,ARKSX,"Epic Games, Inc",,,1.94,,
2026-03-31,ARKSX,"Iambic Therapeutics, Inc.",,,1.92,,
2026-03-31,ARKSX,Lambda,,,1.90,,
2026-03-31,ARKSX,Canton Strategic Holdings,CNTN,432705309,1.69,,
2026-03-31,ARKSX,Shield AI,,,1.64,,
2026-03-31,ARKSX,"Securitize, Inc.",,,1.58,,
2026-03-31,ARKSX,Lucra Inc.,,,1.57,,
2026-03-31,ARKSX,"Apptronik, Inc.",,,1.56,,
2026-03-31,ARKSX,Crusoe Inc,,,1.56,,
2026-03-31,ARKSX,Kalshi Inc.,,,1.45,,
2026-03-31,ARKSX,"X-energy Reactor Company, LLC",,,1.40,,
2026-03-31,ARKSX,CRISPR Therapeutics AG,CRSP,H17182108,1.30,,
2026-03-31,ARKSX,Beam Therapeutics,BEAM,07373V105,1.27,,
2026-03-31,ARKSX,"Kodiak Robotics, Inc.",KDK,500081104,1.08,,
2026-03-31,ARKSX,Absci,ABSI,00091E109,0.91,,
2026-03-31,ARKSX,Discord Inc.,,,0.87,,
2026-03-31,ARKSX,"Hammerspace, Inc.",,,0.87,,
2026-03-31,ARKSX,Impulse Labs Inc.,,,0.79,,
2026-03-31,ARKSX,"Tesla, Inc.",TSLA,88160R101,0.78,,
2026-03-31,ARKSX,Prime Medicine,PRME,74168J101,0.75,,
2026-03-31,ARKSX,Architect Financial Technologies Inc.,,,0.62,,
2026-03-31,ARKSX,Tempus AI,TEM,88023B103,0.61,,
2026-03-31,ARKSX,"Mythical, Inc.",,,0.60,,
2026-03-31,ARKSX,"Robinhood Markets, Inc.",HOOD,770700102,0.57,,
2026-03-31,ARKSX,"Perplexity AI, Inc.",,,0.56,,
2026-03-31,ARKSX,"Blockdaemon, inc.",,,0.54,,
2026-03-31,ARKSX,Twist Biosciences,TWST,90184D100,0.52,,
2026-03-31,ARKSX,Revolut Group Holdings LTD,,,0.51,,
2026-03-31,ARKSX,"Lila Sciences, Inc.",,,0.50,,
2026-03-31,ARKSX,Relation Therapeutics Inc.,,,0.50,,
2026-03-31,ARKSX,"10x Genomics, Inc.",TXG,88025U109,0.49,,
2026-03-31,ARKSX,Intellia Therapeutics,NTLA,45826J105,0.48,,
2026-03-31,ARKSX,"Groq, Inc.",,,0.47,,
2026-03-31,ARKSX,Umoja Biopharma,,,0.42,,
2026-03-31,ARKSX,"Coinbase Global, Inc.",COIN,19260Q107,0.37,,
2026-03-31,ARKSX,Shopify Inc.,SHOP,82509L107,0.37,,
2026-03-31,ARKSX,Roblox Corporation,RBLX,771049103,0.33,,
2026-03-31,ARKSX,"Bitmine Immersion Technologies, Inc.",BMNR,09175A206,0.31,,
2026-03-31,ARKSX,Archer Aviation Inc.,ACHR,03945R102,0.30,,
2026-03-31,ARKSX,"Recursion Pharmaceuticals, Inc.",RXRX,75629V104,0.30,,
2026-03-31,ARKSX,"Generate:Biomedicines, Inc.",GENB,370920100,0.22,,
2026-03-31,ARKSX,"Freenome, Inc",,,0.19,,
2026-03-31,ARKSX,Gatik AI Inc.,,,0.19,,
2026-03-31,ARKSX,Chipper Cash,,,0.17,,
2026-03-31,ARKSX,"Outrider Technologies, Inc.",,,0.17,,
2026-03-31,ARKSX,"GameFam, Inc.",,,0.16,,
2026-03-31,ARKSX,"Firmly, Inc.",,,0.13,,
2026-03-31,ARKSX,"Atomic Vaults, Inc.",,,0.12,,
2026-03-31,ARKSX,"Pacific Biosciences of California, Inc.",PACB,69404D108,0.12,,
2026-03-31,ARKSX,"KINO Tech, Inc.",,,0.11,,
2026-03-31,ARKSX,"Axiom Space, Inc.",,,0.10,,
2026-03-31,ARKSX,Pave Financial Inc.,,,0.10,,
2026-03-31,ARKSX,Tilda Technologies Inc. (DBA Humata),,,0.04,,
2026-03-31,ARKSX,Sortium Inc.,,,0.03,,
2026-03-31,ARKSX,Sortium Inc.,,,0.03,,
2026-03-31,ARKSX,"Flexport, Inc",,,0.02,,
2026-03-31,ARKSX,"Flexport, Inc",,,0.02,,
2026-04-30,ARKSX,SpaceX,,,13.76,,
2026-04-30,ARKSX,OpenAI,,,9.29,,
2026-04-30,ARKSX,Kalshi Inc.,,,4.34,,
2026-04-30,ARKSX,"Replit, Inc.",,,3.83,,
2026-04-30,ARKSX,Ayar Labs,,,3.48,,
2026-04-30,ARKSX,Figure AI Inc.,,,3.27,,
2026-04-30,ARKSX,"Anthropic, Inc.",,,2.96,,
2026-04-30,ARKSX,"Databricks, Inc.",,,2.56,,
2026-04-30,ARKSX,Zipline International Inc.,,,2.36,,
2026-04-30,ARKSX,"Radiant Industries, Inc",,,2.18,,
2026-04-30,ARKSX,"Boom Technology, Inc.",,,2.15,,
2026-04-30,ARKSX,Neuralink Corp.,,,2.12,,
2026-04-30,ARKSX,"X-energy Reactor Company, LLC",,,2.10,,
2026-04-30,ARKSX,Absci,ABSI,00091E109,1.92,,
2026-04-30,ARKSX,"Hydra Host, inc.",,,1.92,,
2026-04-30,ARKSX,Beam Therapeutics,BEAM,07373V105,1.85,,
2026-04-30,ARKSX,Manna Drone Delivery Inc.,,,1.77,,
2026-04-30,ARKSX,Tenstorrent Holdings Inc.,,,1.75,,
2026-04-30,ARKSX,"Alamar Biosciences, Inc.",ALMR,010911105,1.71,,
2026-04-30,ARKSX,Tempus AI,TEM,88023B103,1.71,,
2026-04-30,ARKSX,CRISPR Therapeutics AG,CRSP,H17182108,1.66,,
2026-04-30,ARKSX,"Epic Games, Inc",,,1.57,,
2026-04-30,ARKSX,"Iambic Therapeutics, Inc.",,,1.56,,
2026-04-30,ARKSX,Lambda,,,1.54,,
2026-04-30,ARKSX,Canton Strategic Holdings,THAR,432705309,1.35,,
2026-04-30,ARKSX,Shield AI,,,1.32,,
2026-04-30,ARKSX,"Securitize, Inc.",,,1.28,,
2026-04-30,ARKSX,Lucra Inc.,,,1.27,,
2026-04-30,ARKSX,"Apptronik, Inc.",,,1.26,,
2026-04-30,ARKSX,Crusoe Inc,,,1.26,,
2026-04-30,ARKSX,Impulse Labs Inc.,,,1.25,,
2026-04-30,ARKSX,"10x Genomics, Inc.",TXG,88025U109,1.24,,
2026-04-30,ARKSX,Prime Medicine,PRME,74168J101,1.13,,
2026-04-30,ARKSX,"Kodiak Robotics, Inc.",KDK,500081104,1.07,,
2026-04-30,ARKSX,Intellia Therapeutics,NTLA,45826J105,0.98,,
2026-04-30,ARKSX,Gatik AI Inc.,,,0.78,,
2026-04-30,ARKSX,Discord Inc.,,,0.70,,
2026-04-30,ARKSX,"Hammerspace, Inc.",,,0.70,,
2026-04-30,ARKSX,Portal Space Systems,,,0.67,,
2026-04-30,ARKSX,"Hark Labs, Inc.",,,0.64,,
2026-04-30,ARKSX,"Tesla, Inc.",TSLA,88160R101,0.64,,
2026-04-30,ARKSX,"Generate:Biomedicines, Inc.",GENB,370920100,0.51,,
2026-04-30,ARKSX,Twist Biosciences,TWST,90184D100,0.51,,
2026-04-30,ARKSX,Architect Financial Technologies Inc.,,,0.50,,
2026-04-30,ARKSX,GeneDx Holdings Corp,WGS,81663L200,0.49,,
2026-04-30,ARKSX,"Mythical, Inc.",,,0.48,,
2026-04-30,ARKSX,"Recursion Pharmaceuticals, Inc.",RXRX,75629V104,0.48,,
2026-04-30,ARKSX,"Robinhood Markets, Inc.",HOOD,770700102,0.48,,
2026-04-30,ARKSX,"Perplexity AI, Inc.",,,0.45,,
2026-04-30,ARKSX,"Blockdaemon, inc.",,,0.43,,
2026-04-30,ARKSX,Revolut Group Holdings LTD,,,0.41,,
2026-04-30,ARKSX,"Lila Sciences, Inc.",,,0.40,,
2026-04-30,ARKSX,Relation Therapeutics Inc.,,,0.40,,
