date,fund,company,ticker,cusip,weight,shares_held,market_value
2026-06-25,PRNT,DAUCH CORPORATION,DCH,BNBV4N3,0.05,5681,32300.93
2026-06-26,PRNT,XOMETRY INC-A,XMTR,98423F109,6.76,46048,4260821.44
2026-06-26,PRNT,VELO3D INC,VELO,92259N302,5.37,194753,3384807.14
2026-06-26,PRNT,SIEMENS AG-REG,SIE,5727973,5.03,10225,3167694.02
2026-06-26,PRNT,3D SYSTEMS CORP,DDD,88554D205,4.84,1032786,3046718.70
2026-06-26,PRNT,SYNOPSYS INC,SNPS,871607107,4.77,6597,3001766.94
2026-06-26,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,4.59,419784,2892311.76
2026-06-26,PRNT,PROTO LABS INC,PRLB,743713109,4.57,35418,2876649.96
2026-06-26,PRNT,RENISHAW PLC,RSW,0732358,4.32,40703,2718727.21
2026-06-26,PRNT,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,4.14,130212,2604891.59
2026-06-26,PRNT,HP INC,HPQ,40434L105,4.14,113869,2609877.48
2026-06-26,PRNT,STRAUMANN HOLDING AG-REG,STMN SE,BQ7ZV06,4.11,19606,2585885.52
2026-06-26,PRNT,NIKON CORP,7731,6642321,4.10,184258,2584748.47
2026-06-26,PRNT,DENTSPLY SIRONA INC,XRAY UW,24906P109,4.03,235538,2539099.64
2026-06-26,PRNT,PTC INC,PTC,69370C100,3.76,21049,2369064.95
2026-06-26,PRNT,AUTODESK INC,ADSK,052769106,3.68,12226,2319638.98
2026-06-26,PRNT,STRATASYS LTD,SSYS,M85548101,3.40,257471,2144733.43
2026-06-26,PRNT,NANO DIMENSION LTD - ADR,NNDM,63008G203,2.75,1247498,1734022.22
2026-06-26,PRNT,BICO GROUP AB,BICO,BKMFJ94,2.73,1022629,1722158.73
2026-06-26,PRNT,TITOMIC LTD,TTT,BYZ03N6,2.37,10268180,1490343.09
2026-06-26,PRNT,MOOG INC-CLASS A,MOG/A,615394202,2.28,3455,1438178.30
2026-06-26,PRNT,KAISER ALUMINUM CORP,KALU,483007704,2.17,7530,1368426.90
2026-06-26,PRNT,GENERAL ELECTRIC,GE,369604301,2.13,3610,1340609.60
2026-06-26,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,1.97,251718,1238772.74
2026-06-26,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,1.82,4193,1147707.96
2026-06-26,PRNT,MICHELIN (CGDE),ML,BPBPJ01,1.78,29054,1119825.38
2026-06-26,PRNT,AMETEK INC,AME,031100100,1.60,4186,1008616.70
2026-06-26,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,1.47,5264,924937.44
2026-06-26,PRNT,L3HARRIS TECHNOLOGIES INC,LHX,502431109,1.44,3148,908260.96
2026-06-26,PRNT,HEXAGON AB-B SHS,HEXAB S,BNZFHC1,1.17,88975,737482.92
2026-06-26,PRNT,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,0.50,316252,316252.37
2026-06-26,PRNT,OCTAVE INTELLIGENCE PLC-SDR,,BN72QH8,0.23,8897,143609.91
2026-06-26,PRNT,MATERION CORP,MTRN,576690101,0.20,455,128219.00
2026-06-26,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,0.17,178,106664.72
2026-06-26,PRNT,ATI INC,ATI,01741R102,0.15,487,97156.50
2026-06-26,PRNT,JABIL INC,JBL,466313103,0.15,245,91786.80
2026-06-26,PRNT,3M CO,MMM,88579Y101,0.13,470,78945.90
2026-06-26,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,0.13,959,79204.10
2026-06-26,PRNT,SGL CARBON SE,SGL,4818351,0.13,15730,81576.74
2026-06-26,PRNT,AVIENT CORP,AVNT,05368V106,0.12,2015,74555.00
2026-06-26,PRNT,SANDVIK AB,SAND,B1VQ252,0.12,1891,77086.07
2026-06-26,PRNT,TORAY INDUSTRIES INC,3402,6897143,0.12,10290,73652.19
2026-06-26,PRNT,VOESTALPINE AG,VOE,4943402,0.12,1539,75577.77
2026-06-26,PRNT,ARKEMA,AKE,B0Z5YZ2,0.11,1049,68479.44
2026-06-26,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,0.11,3736,67685.47
2026-06-26,PRNT,KENNAMETAL INC,KMT,489170100,0.11,1979,72292.87
2026-06-26,PRNT,DAUCH CORPORATION,DCH,024061103,0.06,6386,36974.94
2026-06-26,PRNT,DAUCH CORPORATION,DCH,BNBV4N3,0.05,5681,33446.32
2026-06-29,PRNT,XOMETRY INC-A,XMTR,98423F109,6.90,46048,4345549.76
2026-06-29,PRNT,VELO3D INC,VELO,92259N302,5.14,194753,3240689.92
2026-06-29,PRNT,3D SYSTEMS CORP,DDD,88554D205,4.98,1032786,3139669.44
2026-06-29,PRNT,SIEMENS AG-REG,SIE,5727973,4.95,10225,3115105.80
2026-06-29,PRNT,SYNOPSYS INC,SNPS,871607107,4.76,6597,2997280.98
2026-06-29,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,4.71,419784,2967872.88
2026-06-29,PRNT,PROTO LABS INC,PRLB,743713109,4.54,35418,2857878.42
2026-06-29,PRNT,RENISHAW PLC,RSW,0732358,4.25,40703,2674386.36
2026-06-29,PRNT,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,4.22,130212,2658991.80
2026-06-29,PRNT,HP INC,HPQ,40434L105,4.14,113869,2605322.72
2026-06-29,PRNT,DENTSPLY SIRONA INC,XRAY UW,24906P109,4.12,235538,2593273.38
2026-06-29,PRNT,STRAUMANN HOLDING AG-REG,STMN SE,BQ7ZV06,4.09,19606,2575626.09
2026-06-29,PRNT,NIKON CORP,7731,6642321,3.96,184258,2495083.29
2026-06-29,PRNT,PTC INC,PTC,69370C100,3.87,21049,2435790.28
2026-06-29,PRNT,AUTODESK INC,ADSK,052769106,3.81,12226,2399474.76
2026-06-29,PRNT,STRATASYS LTD,SSYS,M85548101,3.34,257471,2103538.07
2026-06-29,PRNT,NANO DIMENSION LTD - ADR,NNDM,63008G203,2.73,1247498,1721547.24
2026-06-29,PRNT,BICO GROUP AB,BICO,BKMFJ94,2.68,1022629,1690235.06
2026-06-29,PRNT,MOOG INC-CLASS A,MOG/A,615394202,2.33,3455,1469618.80
2026-06-29,PRNT,TITOMIC LTD,TTT,BYZ03N6,2.25,10268180,1416906.54
2026-06-29,PRNT,KAISER ALUMINUM CORP,KALU,483007704,2.24,7530,1409390.10
2026-06-29,PRNT,GENERAL ELECTRIC,GE,369604301,2.11,3610,1332090.00
2026-06-29,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,1.93,251718,1218867.96
2026-06-29,PRNT,MICHELIN (CGDE),ML,BPBPJ01,1.78,29054,1118759.67
2026-06-29,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,1.77,4193,1117686.08
2026-06-29,PRNT,AMETEK INC,AME,031100100,1.58,4186,994258.72
2026-06-29,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,1.49,5264,939255.52
2026-06-29,PRNT,L3HARRIS TECHNOLOGIES INC,LHX,502431109,1.46,3148,916855.00
2026-06-29,PRNT,HEXAGON AB-B SHS,HEXAB S,BNZFHC1,1.18,88975,740608.56
2026-06-29,PRNT,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,0.51,320812,320811.82
2026-06-29,PRNT,OCTAVE INTELLIGENCE PLC-SDR,,BN72QH8,0.22,8897,141565.52
2026-06-29,PRNT,MATERION CORP,MTRN,576690101,0.21,455,130594.10
2026-06-29,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,0.17,178,105336.84
2026-06-29,PRNT,ATI INC,ATI,01741R102,0.15,487,96133.80
2026-06-29,PRNT,JABIL INC,JBL,466313103,0.14,245,87857.00
2026-06-29,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,0.13,959,80604.76
2026-06-29,PRNT,3M CO,MMM,88579Y101,0.12,470,77084.70
2026-06-29,PRNT,AVIENT CORP,AVNT,05368V106,0.12,2015,76388.65
2026-06-29,PRNT,SANDVIK AB,SAND,B1VQ252,0.12,1891,74969.42
2026-06-29,PRNT,SGL CARBON SE,SGL,4818351,0.12,15730,74794.71
2026-06-29,PRNT,VOESTALPINE AG,VOE,4943402,0.12,1539,73370.85
2026-06-29,PRNT,ARKEMA,AKE,B0Z5YZ2,0.11,1049,66963.29
2026-06-29,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,0.11,3736,68078.90
2026-06-29,PRNT,KENNAMETAL INC,KMT,489170100,0.11,1979,70808.62
2026-06-29,PRNT,TORAY INDUSTRIES INC,3402,6897143,0.11,10290,72420.89
2026-06-29,PRNT,DAUCH CORPORATION,DCH,024061103,0.06,6386,34803.70
2026-06-29,PRNT,DAUCH CORPORATION,DCH,BNBV4N3,0.05,5681,31643.18
2026-06-30,PRNT,XOMETRY INC-A,XMTR,98423F109,6.87,46048,4340024.00
2026-06-30,PRNT,VELO3D INC,VELO,92259N302,5.67,194753,3583455.20
2026-06-30,PRNT,SIEMENS AG-REG,SIE,5727973,4.98,10225,3144823.88
2026-06-30,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,4.76,419784,3005653.44
2026-06-30,PRNT,3D SYSTEMS CORP,DDD,88554D205,4.67,1032786,2953767.96
2026-06-30,PRNT,SYNOPSYS INC,SNPS,871607107,4.67,6597,2950574.22
2026-06-30,PRNT,PROTO LABS INC,PRLB,743713109,4.47,35418,2826002.22
2026-06-30,PRNT,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,4.26,130212,2689721.98
2026-06-30,PRNT,RENISHAW PLC,RSW,0732358,4.24,40703,2679277.73
2026-06-30,PRNT,STRAUMANN HOLDING AG-REG,STMN SE,BQ7ZV06,4.10,19606,2593411.94
2026-06-30,PRNT,HP INC,HPQ,40434L105,4.08,113869,2577994.16
2026-06-30,PRNT,DENTSPLY SIRONA INC,XRAY UW,24906P109,4.03,235538,2548521.16
2026-06-30,PRNT,NIKON CORP,7731,6642321,3.88,184258,2448429.86
2026-06-30,PRNT,PTC INC,PTC,69370C100,3.79,21049,2397270.61
2026-06-30,PRNT,AUTODESK INC,ADSK,052769106,3.78,12226,2387004.24
2026-06-30,PRNT,STRATASYS LTD,SSYS,M85548101,3.34,257471,2108687.49
2026-06-30,PRNT,NANO DIMENSION LTD - ADR,NNDM,63008G203,2.82,1247498,1783922.14
2026-06-30,PRNT,BICO GROUP AB,BICO,BKMFJ94,2.73,1022629,1721989.73
2026-06-30,PRNT,TITOMIC LTD,TTT,BYZ03N6,2.35,10268180,1485701.75
