date,fund,company,ticker,cusip,shares,market value ($),weight (%)
11/05/2024,PRNT,PROTO LABS INC,PRLB,743713109,"134,389","$4,550,411.54",4.82%
11/05/2024,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,"731,090","$4,488,892.60",4.76%
11/05/2024,PRNT,3D SYSTEMS CORP,DDD,88554D205,"1,307,229","$4,366,144.86",4.63%
11/05/2024,PRNT,XOMETRY INC-A,XMTR,98423F109,"189,782","$4,186,590.92",4.44%
11/05/2024,PRNT,DESKTOP METAL INC-A,DM,25058X303,"793,543","$3,904,231.56",4.14%
11/05/2024,PRNT,NIKON CORP,7731,6642321,"325,478","$3,850,544.86",4.08%
11/05/2024,PRNT,ALTAIR ENGINEERING INC - A,ALTR,021369103,"36,892","$3,836,399.08",4.07%
11/05/2024,PRNT,NANO DIMENSION LTD - ADR,NNDM,63008G203,"1,707,058","$3,789,668.76",4.02%
11/05/2024,PRNT,HP INC,HPQ,40434L105,"105,353","$3,791,654.47",4.02%
11/05/2024,PRNT,RENISHAW PLC,RSW,0732358,"90,215","$3,757,059.35",3.98%
11/05/2024,PRNT,BICO GROUP AB,BICO,BKMFJ94,"999,488","$3,661,981.50",3.88%
11/05/2024,PRNT,STRATASYS LTD,SSYS,M85548101,"513,278","$3,659,672.14",3.88%
11/05/2024,PRNT,STRAUMANN HOLDING AG-REG,STMN SE,BQ7ZV06,"26,204","$3,570,584.97",3.78%
11/05/2024,PRNT,PTC INC,PTC,69370C100,"19,080","$3,553,173.00",3.77%
11/05/2024,PRNT,ANSYS INC,ANSS,03662Q105,"10,821","$3,507,735.36",3.72%
11/05/2024,PRNT,SIEMENS AG-REG,SIE,5727973,"17,713","$3,492,514.30",3.70%
11/05/2024,PRNT,AUTODESK INC,ADSK,052769106,"12,107","$3,482,215.34",3.69%
11/05/2024,PRNT,FARO TECHNOLOGIES INC,FARO,311642102,"192,054","$3,407,037.96",3.61%
11/05/2024,PRNT,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"98,555","$3,389,134.42",3.59%
11/05/2024,PRNT,DENTSPLY SIRONA INC,XRAY UW,24906P109,"143,607","$3,351,787.38",3.55%
11/05/2024,PRNT,AMETEK INC,AME,031100100,"9,223","$1,659,402.16",1.76%
11/05/2024,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,"7,234","$1,524,782.52",1.62%
11/05/2024,PRNT,HEXAGON AB-B SHS,HEXAB S,BNZFHC1,"161,099","$1,513,156.72",1.60%
11/05/2024,PRNT,MELROSE INDUSTRIES PLC,MRO,BNGDN82,"234,688","$1,441,586.68",1.53%
11/05/2024,PRNT,KAISER ALUMINUM CORP,KALU,483007704,"18,269","$1,413,472.53",1.50%
11/05/2024,PRNT,MOOG INC-CLASS A,MOG/A,615394202,"6,924","$1,356,411.60",1.44%
11/05/2024,PRNT,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"5,468","$1,350,978.76",1.43%
11/05/2024,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,"6,754","$1,342,695.20",1.42%
11/05/2024,PRNT,UNITED PARCEL SERVICE-CL B,UPS,911312106,"9,954","$1,323,882.00",1.40%
11/05/2024,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,"282,792","$1,303,758.99",1.38%
11/05/2024,PRNT,MICHELIN (CGDE),ML,BPBPJ01,"36,607","$1,241,333.62",1.32%
11/05/2024,PRNT,GENERAL ELECTRIC,GE,369604301,"7,045","$1,210,049.20",1.28%
11/05/2024,PRNT,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"259,791","$259,790.66",0.28%
11/05/2024,PRNT,KENNAMETAL INC,KMT,489170100,"3,856","$99,793.28",0.11%
11/05/2024,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,592,"$91,304.16",0.10%
11/05/2024,PRNT,5N PLUS INC,VNP,B2B3VZ3,"18,306","$93,620.33",0.10%
11/05/2024,PRNT,SANDVIK AB,SAND,B1VQ252,"4,798","$93,621.48",0.10%
11/05/2024,PRNT,ARKEMA,AKE,B0Z5YZ2,"1,014","$89,655.46",0.10%
11/05/2024,PRNT,DUPONT DE NEMOURS INC,DD,26614N102,"1,106","$90,526.10",0.10%
11/05/2024,PRNT,VOESTALPINE AG,VOE,4943402,"4,384","$92,400.13",0.10%
11/05/2024,PRNT,EASTMAN KODAK CO,KODK,277461406,"20,094","$94,441.80",0.10%
11/05/2024,PRNT,HEXCEL CORP,HXL,428291108,"1,528","$89,953.36",0.10%
11/05/2024,PRNT,TORAY INDUSTRIES INC,3402,6897143,"17,408","$93,532.96",0.10%
11/05/2024,PRNT,JABIL INC,JBL,466313103,749,"$95,347.70",0.10%
11/05/2024,PRNT,MATERION CORP,MTRN,576690101,881,"$93,403.62",0.10%
11/05/2024,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,"1,054","$90,876.69",0.10%
11/05/2024,PRNT,EASTMAN CHEMICAL CO,EMN,277432100,862,"$86,243.10",0.09%
11/05/2024,PRNT,3M CO,MMM,88579Y101,696,"$87,591.60",0.09%
11/05/2024,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,"4,094","$89,048.40",0.09%
11/05/2024,PRNT,AVIENT CORP,AVNT,05368V106,"1,838","$85,779.46",0.09%
11/05/2024,PRNT,SGL CARBON SE,SGL,4818351,"16,401","$81,871.22",0.09%
11/05/2024,PRNT,ATI INC,ATI,01741R102,"1,489","$79,676.39",0.08%
11/05/2024,PRNT,XEROX HOLDINGS CORP,XRX,98421M106,"8,943","$75,031.77",0.08%
11/05/2024,PRNT,MARKFORGED HOLDING CORP,,57064N201,1,$4.46,0.00%
