date,fund,company,ticker,cusip,shares,market value ($),weight (%)
07/11/2024,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"1,027,944","$21,216,764.16",9.17%
07/11/2024,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"707,745","$18,047,497.50",7.80%
07/11/2024,ARKX,TERADYNE INC,TER,880770102,"113,182","$18,010,651.66",7.78%
07/11/2024,ARKX,AEROVIRONMENT INC,AVAV,008073108,"97,373","$17,084,092.85",7.38%
07/11/2024,ARKX,TRIMBLE INC,TRMB,896239100,"274,201","$15,177,025.35",6.56%
07/11/2024,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"56,757","$12,899,163.39",5.57%
07/11/2024,ARKX,KOMATSU LTD,6301,6496584,"365,988","$10,827,913.44",4.68%
07/11/2024,ARKX,AMAZON.COM INC,AMZN,023135106,"46,122","$9,214,714.38",3.98%
07/11/2024,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,"2,086,171","$9,158,290.69",3.96%
07/11/2024,ARKX,ROCKET LAB USA INC,RKLB,773122106,"1,556,232","$7,983,470.16",3.45%
07/11/2024,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,"1,949,995","$6,707,982.80",2.90%
07/11/2024,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,"315,019","$6,305,105.29",2.72%
07/11/2024,ARKX,GARMIN LTD,GRMN UN,B3Z5T14,"37,469","$6,124,308.05",2.65%
07/11/2024,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"160,564","$5,849,123.35",2.53%
07/11/2024,ARKX,DEERE & CO,DE,244199105,"16,313","$5,734,508.89",2.48%
07/11/2024,ARKX,ALPHABET INC-CL C,GOOG,02079K107,"28,865","$5,561,130.90",2.40%
07/11/2024,ARKX,THALES SA,HO,4162791,"32,852","$5,453,691.70",2.36%
07/11/2024,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"183,397","$5,212,142.74",2.25%
07/11/2024,ARKX,JOBY AVIATION INC,JOBY,G65163100,"975,443","$5,062,549.17",2.19%
07/11/2024,ARKX,UIPATH INC - CLASS A,PATH,90364P105,"352,638","$4,263,393.42",1.84%
07/11/2024,ARKX,SYNOPSYS INC,SNPS,871607107,"5,967","$3,696,914.52",1.60%
07/11/2024,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,"16,928","$3,630,886.72",1.57%
07/11/2024,ARKX,HEICO CORP,HEI,422806109,"15,821","$3,573,805.69",1.54%
07/11/2024,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,"18,009","$3,374,706.51",1.46%
07/11/2024,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,"6,909","$3,185,118.09",1.38%
07/11/2024,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,"7,805","$3,033,803.50",1.31%
07/11/2024,ARKX,JD LOGISTICS INC,2618,BNMBPD9,"2,794,654","$2,937,353.57",1.27%
07/11/2024,ARKX,AIRBUS SE,AIR,4012250,"19,274","$2,782,201.74",1.20%
07/11/2024,ARKX,ANSYS INC,ANSS,03662Q105,"8,023","$2,655,613.00",1.15%
07/11/2024,ARKX,MYNARIC AG NA O.N.,MYNA,62857X101,"480,953","$1,856,478.58",0.80%
07/11/2024,ARKX,UNITY SOFTWARE INC,U,91332U101,"107,568","$1,654,395.84",0.71%
07/11/2024,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,"2,833,313","$1,304,457.31",0.56%
07/11/2024,ARKX,3D SYSTEMS CORP,DDD,88554D205,"294,435","$1,024,633.80",0.44%
07/11/2024,ARKX,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"767,371","$767,371.05",0.33%
07/11/2024,ARKX,VELO3D INC,VLD,92259N203,"11,191","$32,789.63",0.01%
