date,fund,company,ticker,cusip,shares,market value ($),weight (%)
07/11/2024,ARKW,TESLA INC,TSLA,88160R101,"647,142","$170,366,602.92",11.55%
07/11/2024,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"2,480,644","$142,388,965.60",9.65%
07/11/2024,ARKW,ROKU INC,ROKU,77543R102,"2,059,407","$126,385,807.59",8.56%
07/11/2024,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"498,809","$109,518,504.04",7.42%
07/11/2024,ARKW,BLOCK INC,SQ,852234103,"1,468,389","$94,476,148.26",6.40%
07/11/2024,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"2,218,933","$88,002,882.78",5.96%
07/11/2024,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"2,973,978","$66,379,188.96",4.50%
07/11/2024,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"98,055","$52,429,027.95",3.55%
07/11/2024,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"1,644,529","$46,737,514.18",3.17%
07/11/2024,ARKW,UIPATH INC - CLASS A,PATH,90364P105,"2,793,540","$33,773,898.60",2.29%
07/11/2024,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"912,194","$33,422,788.16",2.27%
07/11/2024,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"6,154,497","$32,988,103.92",2.24%
07/11/2024,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"495,624","$32,517,890.64",2.20%
07/11/2024,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"319,333","$31,875,820.06",2.16%
07/11/2024,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"387,659","$31,931,471.83",2.16%
07/11/2024,ARKW,UNITY SOFTWARE INC,U,91332U101,"2,005,598","$30,846,097.24",2.09%
07/11/2024,ARKW,PAGERDUTY INC,PD,69553P100,"1,407,071","$28,859,026.21",1.96%
07/11/2024,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"91,940","$28,040,780.60",1.90%
07/11/2024,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"71,950","$26,941,677.50",1.83%
07/11/2024,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"131,687","$24,225,140.52",1.64%
07/11/2024,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,"548,383","$23,437,889.42",1.59%
07/11/2024,ARKW,NEXTDOOR HOLDINGS INC,KIND,65345M108,"8,466,786","$23,114,325.78",1.57%
07/11/2024,ARKW,NVIDIA CORP,NVDA,67066G104,"160,808","$21,694,607.28",1.47%
07/11/2024,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"102,203","$19,525,883.15",1.32%
07/11/2024,ARKW,MERCADOLIBRE INC,MELI,58733R102,"10,099","$17,204,151.45",1.17%
07/11/2024,ARKW,MICROSOFT CORP,MSFT,594918104,"33,437","$15,590,001.25",1.06%
07/11/2024,ARKW,TOAST INC-CLASS A,TOST,888787108,"619,168","$14,773,348.48",1.00%
07/11/2024,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,"214,777","$14,542,550.67",0.99%
07/11/2024,ARKW,ADYEN NV-UNSPON ADR,ADYEY,00783V104,"1,128,691","$13,849,038.57",0.94%
07/11/2024,ARKW,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,"951,182","$12,565,114.22",0.85%
07/11/2024,ARKW,VERACYTE INC,VCYT,92337F107,"565,019","$12,153,558.69",0.82%
07/11/2024,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"85,782","$10,833,408.78",0.73%
07/11/2024,ARKW,AMAZON.COM INC,AMZN,023135106,"50,996","$10,188,490.84",0.69%
07/11/2024,ARKW,QUALCOMM INC,QCOM,747525103,"47,682","$9,956,001.60",0.67%
07/11/2024,ARKW,RUBRIK INC-A,RBRK,781154109,"193,766","$6,431,093.54",0.44%
07/11/2024,ARKW,PROSHARES ETHER STRAT ETF,EETH,74349Y100,"75,053","$4,810,897.30",0.33%
07/11/2024,ARKW,REDDIT INC-CL A,RDDT,75734B100,"68,853","$4,778,398.20",0.32%
07/11/2024,ARKW,VUZIX CORP,VUZI,92921W300,"2,647,181","$3,560,458.45",0.24%
07/11/2024,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,"58,066","$3,251,696.00",0.22%
07/11/2024,ARKW,ARK 21 SHARES ACT ETH F S,ARKZ,02072L334,"20,096","$730,137.92",0.05%
07/11/2024,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"517,118","$517,117.67",0.04%
07/11/2024,ARKW,TELADOC HEALTH INC,TDOC,87918A105,0,$0.00,0.00%
