date,fund,company,ticker,cusip,shares,market value ($),weight (%)
10/09/2025,ARKK,TESLA INC,TSLA,88160R101,"2,287,087","$1,003,322,196.03",11.38%
10/09/2025,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"1,443,789","$559,136,166.03",6.34%
10/09/2025,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,"6,706,917","$514,957,087.26",5.84%
10/09/2025,ARKK,TEMPUS AI INC,TEM,88023B103,"4,807,110","$496,334,107.50",5.63%
10/09/2025,ARKK,ROKU INC,ROKU,77543R102,"4,642,674","$463,942,412.82",5.26%
10/09/2025,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,"2,578,465","$429,133,929.95",4.87%
10/09/2025,ARKK,ROBLOX CORP -CLASS A,RBLX,771049103,"3,196,037","$402,604,780.89",4.57%
10/09/2025,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,"2,649,915","$399,792,676.05",4.54%
10/09/2025,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"1,929,820","$354,237,759.20",4.02%
10/09/2025,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,"1,436,448","$338,369,690.88",3.84%
10/09/2025,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"4,521,449","$271,286,940.00",3.08%
10/09/2025,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,"1,698,123","$255,499,586.58",2.90%
10/09/2025,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,"17,498,045","$218,025,640.70",2.47%
10/09/2025,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,"7,704,124","$208,011,348.00",2.36%
10/09/2025,ARKK,TERADYNE INC,TER,880770102,"1,288,744","$186,352,382.40",2.11%
10/09/2025,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"7,175,057","$175,573,644.79",1.99%
10/09/2025,ARKK,AMAZON.COM INC,AMZN,023135106,"556,227","$125,273,444.94",1.42%
10/09/2025,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,"3,757,028","$123,192,948.12",1.40%
10/09/2025,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"17,832,713","$108,601,222.17",1.23%
10/09/2025,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"996,237","$105,272,363.79",1.19%
10/09/2025,ARKK,BULLISH,BLSH,G16910120,"1,545,805","$104,202,715.05",1.18%
10/09/2025,ARKK,VERACYTE INC,VCYT,92337F107,"2,889,326","$101,415,342.60",1.15%
10/09/2025,ARKK,PAGERDUTY INC,PD,69553P100,"6,198,888","$101,227,841.04",1.15%
10/09/2025,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,"1,691,300","$100,327,916.00",1.14%
10/09/2025,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"326,970","$99,568,904.40",1.13%
10/09/2025,ARKK,NVIDIA CORP,NVDA,67066G104,"513,465","$97,101,366.15",1.10%
10/09/2025,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,"132,202","$94,899,883.68",1.08%
10/09/2025,ARKK,GITLAB INC-CL A,GTLB,37637K108,"1,976,764","$93,580,007.76",1.06%
10/09/2025,ARKK,ILLUMINA INC,ILMN,452327109,"945,565","$92,457,345.70",1.05%
10/09/2025,ARKK,BLOCK INC,XYZ,852234103,"1,138,095","$92,310,885.45",1.05%
10/09/2025,ARKK,BRERA HOLDINGS PLC-CL B,SLMT,G13311116,"4,760,447","$91,638,604.75",1.04%
10/09/2025,ARKK,NATERA INC,NTRA,632307104,"511,398","$88,006,481.82",1.00%
10/09/2025,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,"7,073,024","$85,371,399.68",0.97%
10/09/2025,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,"430,251","$84,763,749.51",0.96%
10/09/2025,ARKK,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"1,535,230","$83,009,886.10",0.94%
10/09/2025,ARKK,PINTEREST INC- CLASS A,PINS,72352L106,"2,515,390","$79,964,248.10",0.91%
10/09/2025,ARKK,DEERE & CO,DE,244199105,"172,868","$79,648,931.00",0.90%
10/09/2025,ARKK,BRERA HOLDINGS PLC WTS,,BREADUMMY,"4,316,257","$76,268,261.19",0.87%
10/09/2025,ARKK,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"2,253,185","$76,563,226.30",0.87%
10/09/2025,ARKK,AIRBNB INC-CLASS A,ABNB,009066101,"584,542","$70,139,194.58",0.80%
10/09/2025,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,"2,425,593","$67,965,115.86",0.77%
10/09/2025,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"2,658,668","$52,508,693.00",0.60%
10/09/2025,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,"321,650","$39,463,238.50",0.45%
10/09/2025,ARKK,BAIDU INC - SPON ADR,BIDU,056752108,"212,427","$29,293,683.30",0.33%
10/09/2025,ARKK,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"159,237","$28,841,005.44",0.33%
10/09/2025,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"15,836,625","$23,913,303.75",0.27%
10/09/2025,ARKK,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"22,245,031","$22,245,031.32",0.25%
10/09/2025,ARKK,CERUS CORP,CERS,157085101,"10,199,054","$17,134,410.72",0.19%
