d,n0,sh0,add,rem,nt,si,se,tt,ta,ta_cov,tt_usd,ta_usd,si_usd
2021-03-31,38,66044.0,0,0,0.0,14.28452,14.28452,14.28452,,,59184901.0,,59184901.0
2021-04-01,38,1009451.0,0,0,0.0,4.43699,4.43699,4.43699,,,286137173.0,,286137173.0
2021-04-05,38,5488376.0,0,0,0.0,0.29084,0.29084,0.29084,,,103137148.0,,103137148.0
2021-04-06,38,7084600.0,0,0,0.0,0.1896,0.1896,0.1896,,,86515148.0,,86515148.0
2021-04-07,38,8427816.0,0,0,0.0,0.06875,0.06875,0.06875,,,37607982.0,,37607982.0
2021-04-08,38,9007262.0,1,0,0.02632,0.04977,0.049,0.04977,,,19462325.0,,19462325.0
2021-04-09,39,9354008.0,0,0,0.0,0.09415,0.09415,0.09415,,,57010742.0,,57010742.0
2021-04-12,39,10216707.0,0,0,0.0,0.01341,0.01341,0.01341,,,9455944.0,,9455944.0
2021-04-13,39,10353674.0,0,0,0.0,0.03932,0.03932,0.03932,,,17891857.0,,17891857.0
2021-04-14,39,10672831.0,0,1,0.02564,0.03056,0.03054,0.03056,,,11826682.0,,11826682.0
2021-04-15,38,10998582.0,0,0,0.0,0.00541,0.00541,0.00541,,,3212519.0,,3212519.0
2021-04-16,38,11058031.0,0,0,0.0,0.04796,0.04796,0.04796,,,29319020.0,,29319020.0
2021-04-19,38,11586892.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-04-20,38,11586892.0,0,0,0.0,0.08292,0.08292,0.08292,,,28709675.0,,28709675.0
2021-04-21,38,11526613.0,0,0,0.0,0.01076,0.01076,0.01076,,,1339300.0,,1339300.0
2021-04-22,38,11650630.0,1,0,0.02632,0.02503,0.02173,0.02503,,,17741064.0,,17741064.0
2021-04-23,39,11822209.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-04-26,39,11822209.0,0,0,0.0,0.00299,0.00299,0.00299,,,2075555.0,,2075555.0
2021-04-27,39,11786837.0,0,0,0.0,0.0004,0.0004,0.0004,,,353485.0,,353485.0
2021-04-28,39,11791527.0,0,1,0.02564,0.0164,0.01497,0.0164,,,12819171.0,,12819171.0
2021-04-29,38,11898278.0,0,0,0.0,0.02251,0.02251,0.02251,,,15564864.0,,15564864.0
2021-04-30,38,11630465.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-05-03,38,11630465.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-05-04,38,11630465.0,0,0,0.0,0.01856,0.01856,0.01856,,,19334459.0,,19334459.0
2021-05-05,38,11576207.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-05-06,38,11576207.0,0,0,0.0,0.00853,0.00853,0.00853,,,5772770.0,,5772770.0
2021-05-07,38,11477416.0,0,0,0.0,0.00934,0.00934,0.00934,,,10602073.0,,10602073.0
2021-05-10,38,11497839.0,0,0,0.0,0.00564,0.00564,0.00564,,,3560614.0,,3560614.0
2021-05-11,38,11556099.0,0,0,0.0,0.00242,0.00242,0.00242,,,1018480.0,,1018480.0
2021-05-12,38,11584110.0,0,0,0.0,0.03287,0.03287,0.03287,,,12208804.0,,12208804.0
2021-05-13,38,11370470.0,0,0,0.0,0.04348,0.04348,0.04348,,,9573876.0,,9573876.0
2021-05-14,38,11116276.0,0,0,0.0,0.04379,0.04379,0.04379,,,5845859.0,,5845859.0
2021-05-17,38,10831127.0,0,0,0.0,0.03994,0.03994,0.03994,,,18957219.0,,18957219.0
2021-05-18,38,10398556.0,1,0,0.02632,0.00262,0.0005,0.00262,,,1128462.0,,1128462.0
2021-05-19,39,10415366.0,0,0,0.0,0.02012,0.02012,0.02012,,,4970226.0,,4970226.0
2021-05-20,39,10569518.0,0,0,0.0,0.00509,0.00509,0.00509,,,472876.0,,472876.0
2021-05-21,39,10623315.0,0,0,0.0,0.00992,0.00992,0.00992,,,883834.0,,883834.0
2021-05-24,39,10728052.0,0,0,0.0,0.00894,0.00894,0.00894,,,2131415.0,,2131415.0
2021-05-25,39,10814144.0,2,0,0.05128,0.36855,0.01617,0.36855,,,28594095.0,,28594095.0
2021-05-26,41,14758265.0,0,1,0.02439,0.0277,0.0277,0.0277,,,29064274.0,,29064274.0
2021-05-27,40,14514899.0,0,2,0.05,0.00138,0.00138,0.00138,,,762140.0,,762140.0
2021-05-28,38,14516408.0,0,0,0.0,0.00094,0.00094,0.00094,,,605064.0,,605064.0
2021-06-01,38,14502808.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-06-02,38,14502808.0,0,0,0.0,0.0101,0.0101,0.0101,,,8828980.0,,8828980.0
2021-06-03,38,14362204.0,0,0,0.0,0.00449,0.00449,0.00449,,,2093840.0,,2093840.0
2021-06-04,38,14402749.0,0,0,0.0,0.0038,0.0038,0.0038,,,548000.0,,548000.0
2021-06-07,38,14457549.0,0,0,0.0,0.00351,0.00351,0.00351,,,507837.0,,507837.0
2021-06-08,38,14508282.0,0,0,0.0,0.00678,0.00678,0.00678,,,7992369.0,,7992369.0
2021-06-09,38,14534771.0,0,0,0.0,0.08699,0.08699,0.08699,,,19571955.0,,19571955.0
2021-06-10,38,15529025.0,0,0,0.0,0.01742,0.01742,0.01742,,,14848593.0,,14848593.0
2021-06-11,38,15336319.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-06-14,38,15336319.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-06-15,38,15336319.0,0,0,0.0,0.00914,0.00914,0.00914,,,12133126.0,,12133126.0
2021-06-16,38,15408081.0,0,0,0.0,0.01028,0.01028,0.01028,,,3755187.0,,3755187.0
2021-06-17,38,15534442.0,0,0,0.0,0.00207,0.00207,0.00207,,,359938.0,,359938.0
2021-06-18,38,15566522.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-06-21,38,15566522.0,0,0,0.0,0.00665,0.00665,0.00665,,,4061650.0,,4061650.0
2021-06-22,38,15462953.0,0,0,0.0,0.01005,0.01005,0.01005,,,10829656.0,,10829656.0
2021-06-23,38,15351955.0,0,0,0.0,0.04059,0.04059,0.04059,,,4590452.0,,4590452.0
2021-06-24,38,15975105.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-06-25,38,15975105.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-06-28,38,15975105.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-06-29,38,15975105.0,0,0,0.0,0.00255,0.00255,0.00255,,,3192580.0,,3192580.0
2021-06-30,38,15940440.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-07-01,38,15940440.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-07-02,38,15940440.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-07-06,38,15940440.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-07-07,38,15940440.0,0,0,0.0,0.00559,0.00559,0.00559,,,5603761.0,,5603761.0
2021-07-08,38,15911107.0,0,0,0.0,0.00646,0.00646,0.00646,,,7071754.0,,7071754.0
2021-07-09,38,15905801.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-07-12,38,15905801.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-07-13,38,15905801.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-07-14,38,15905801.0,0,0,0.0,0.00079,0.00079,0.00079,,,1244567.0,,1244567.0
2021-07-15,38,15912119.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-07-16,38,15912119.0,0,0,0.0,0.0008,0.0008,0.0008,,,1172775.0,,1172775.0
2021-07-19,38,15918567.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-07-20,38,15918567.0,0,0,0.0,0.02312,0.02312,0.02312,,,17706216.0,,17706216.0
2021-07-21,38,15914540.0,0,0,0.0,0.05496,0.05496,0.05496,,,8298377.0,,8298377.0
2021-07-22,38,16720179.0,0,0,0.0,0.09927,0.09927,0.09927,,,7428698.0,,7428698.0
2021-07-23,38,18379923.0,0,0,0.0,0.01318,0.01318,0.01318,,,1631804.0,,1631804.0
2021-07-26,38,18607709.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-07-27,38,18607709.0,0,0,0.0,0.00078,0.00078,0.00078,,,3171401.0,,3171401.0
2021-07-28,38,18601233.0,1,0,0.02632,0.17797,0.17758,0.17797,,,25694250.0,,25694250.0
2021-07-29,39,15508487.0,0,2,0.05128,0.01627,0.01579,0.01627,,,10322378.0,,10322378.0
2021-07-30,37,15386449.0,0,0,0.0,0.00262,0.00262,0.00262,,,4056284.0,,4056284.0
2021-08-02,37,15426302.0,0,0,0.0,0.00015,0.00015,0.00015,,,232308.0,,232308.0
2021-08-03,37,15428522.0,0,0,0.0,0.00278,0.00278,0.00278,,,6884550.0,,6884550.0
2021-08-04,37,15412994.0,0,1,0.02703,0.0,0.0,0.0,,,1451.0,,1451.0
2021-08-05,36,15412969.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-08-06,36,15412969.0,0,0,0.0,2e-05,2e-05,2e-05,,,98505.0,,98505.0
2021-08-09,36,15413252.0,0,0,0.0,0.00335,0.00335,0.00335,,,2033557.0,,2033557.0
2021-08-10,36,15361657.0,0,0,0.0,0.00547,0.00547,0.00547,,,5936301.0,,5936301.0
2021-08-11,36,15409671.0,0,0,0.0,0.01683,0.01683,0.01683,,,8382865.0,,8382865.0
2021-08-12,36,15638443.0,0,0,0.0,0.00475,0.00475,0.00475,,,1589851.0,,1589851.0
2021-08-13,36,15704991.0,1,0,0.02778,0.00445,0.00051,0.00445,,,3082071.0,,3082071.0
2021-08-16,37,15758677.0,0,0,0.0,0.0084,0.0084,0.0084,,,5056848.0,,5056848.0
2021-08-17,37,15626357.0,0,0,0.0,0.00917,0.00917,0.00917,,,3829651.0,,3829651.0
2021-08-18,37,15750336.0,0,0,0.0,0.00613,0.00613,0.00613,,,3353170.0,,3353170.0
2021-08-19,37,15810805.0,0,0,0.0,0.00987,0.00987,0.00987,,,7883954.0,,7883954.0
2021-08-20,37,15654807.0,0,0,0.0,0.00749,0.00749,0.00749,,,2834234.0,,2834234.0
2021-08-23,37,15772118.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-08-24,37,15772118.0,0,0,0.0,0.00702,0.00702,0.00702,,,10534730.0,,10534730.0
2021-08-25,37,15786517.0,0,1,0.02703,0.07628,0.06424,0.07628,,,10654398.0,,10654398.0
2021-08-26,36,16521068.0,0,0,0.0,0.00933,0.00933,0.00933,,,3372660.0,,3372660.0
2021-08-27,36,16675273.0,0,0,0.0,0.00131,0.00131,0.00131,,,1351906.0,,1351906.0
2021-08-30,36,16678776.0,0,0,0.0,0.00068,0.00068,0.00068,,,440088.0,,440088.0
2021-08-31,36,16690069.0,0,0,0.0,0.00806,0.00806,0.00806,,,4900839.0,,4900839.0
2021-09-01,36,16557709.0,0,0,0.0,0.00409,0.00409,0.00409,,,1701697.0,,1701697.0
2021-09-02,36,16625399.0,0,0,0.0,0.00746,0.00746,0.00746,,,5398553.0,,5398553.0
2021-09-03,36,16706709.0,0,0,0.0,0.00393,0.00393,0.00393,,,2451660.0,,2451660.0
2021-09-07,36,16664351.0,0,1,0.02778,0.01385,0.01385,0.01385,,,4207596.0,,4207596.0
2021-09-08,35,16788416.0,0,0,0.0,0.00649,0.00649,0.00649,,,15992414.0,,15992414.0
2021-09-09,35,16773574.0,0,0,0.0,0.01176,0.01176,0.01176,,,10321175.0,,10321175.0
2021-09-10,35,16878624.0,0,0,0.0,0.002,0.002,0.002,,,2447084.0,,2447084.0
2021-09-13,35,16879367.0,0,0,0.0,0.01077,0.01077,0.01077,,,7464178.0,,7464178.0
2021-09-14,35,16704080.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-09-15,35,16704080.0,0,0,0.0,0.00703,0.00703,0.00703,,,4079689.0,,4079689.0
2021-09-16,35,16586570.0,0,0,0.0,0.01419,0.01419,0.01419,,,9953564.0,,9953564.0
2021-09-17,35,16626041.0,0,0,0.0,0.00874,0.00874,0.00874,,,4515741.0,,4515741.0
2021-09-20,35,16652804.0,0,0,0.0,0.00147,0.00147,0.00147,,,934570.0,,934570.0
2021-09-21,35,16643268.0,0,0,0.0,0.01699,0.01699,0.01699,,,6219897.0,,6219897.0
2021-09-22,35,16858614.0,0,0,0.0,0.00937,0.00937,0.00937,,,2744534.0,,2744534.0
2021-09-23,35,17000827.0,0,0,0.0,0.00212,0.00212,0.00212,,,698479.0,,698479.0
2021-09-24,35,17033248.0,0,0,0.0,0.00532,0.00532,0.00532,,,3071034.0,,3071034.0
2021-09-27,35,16942580.0,0,0,0.0,0.01611,0.01611,0.01611,,,9188687.0,,9188687.0
2021-09-28,35,16669631.0,0,0,0.0,0.00131,0.00131,0.00131,,,2129321.0,,2129321.0
2021-09-29,35,16679156.0,0,0,0.0,0.00223,0.00223,0.00223,,,3022534.0,,3022534.0
2021-09-30,35,16688138.0,0,0,0.0,0.00067,0.00067,0.00067,,,397787.0,,397787.0
2021-10-01,35,16699293.0,0,0,0.0,8e-05,8e-05,8e-05,,,13624.0,,13624.0
2021-10-04,35,16700603.0,0,5,0.14286,0.41927,2e-05,0.41927,,,90121924.0,,90121924.0
2021-10-05,30,9698978.0,5,0,0.16667,0.73374,0.01078,0.73374,,,93909911.0,,93909911.0
2021-10-06,35,16797926.0,0,0,0.0,0.01102,0.01102,0.01102,,,11376280.0,,11376280.0
2021-10-07,35,16746422.0,0,0,0.0,0.00095,0.00095,0.00095,,,1466221.0,,1466221.0
2021-10-08,35,16732544.0,0,0,0.0,0.00067,0.00067,0.00067,,,400794.0,,400794.0
2021-10-11,35,16743730.0,0,0,0.0,0.00678,0.00678,0.00678,,,2931072.0,,2931072.0
2021-10-12,35,16695834.0,0,0,0.0,0.01397,0.01397,0.01397,,,3307267.0,,3307267.0
2021-10-13,35,16813881.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-10-14,35,16813881.0,0,0,0.0,0.00119,0.00119,0.00119,,,1318145.0,,1318145.0
2021-10-15,35,16833853.0,0,0,0.0,7e-05,7e-05,7e-05,,,76374.0,,76374.0
2021-10-18,35,16834982.0,0,0,0.0,0.00026,0.00026,0.00026,,,296804.0,,296804.0
2021-10-19,35,16839354.0,0,0,0.0,0.00832,0.00832,0.00832,,,3607614.0,,3607614.0
2021-10-20,35,16859596.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-10-21,35,16859596.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-10-22,35,16859596.0,0,0,0.0,0.0,0.0,0.0,,,0.0,,0.0
2021-10-25,35,16859596.0,0,0,0.0,0.00056,0.00056,0.00056,,,2307565.0,,2307565.0
2021-10-26,35,16858106.0,1,0,0.02857,0.00883,0.00448,0.00883,,,9009908.0,,9009908.0
2021-10-27,36,16970006.0,0,0,0.0,0.0021,0.0021,0.0021,,,3178674.0,,3178674.0
