date,fund,company,ticker,cusip,shares,market value ($),weight (%)
05/11/2022,ARKX,TRIMBLE INC,TRMB,896239100,"506,218","$31,329,832.02",9.73%
05/11/2022,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"1,760,328","$23,676,411.60",7.36%
05/11/2022,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,"968,054","$21,481,118.26",6.67%
05/11/2022,ARKX,AEROVIRONMENT INC,AVAV,008073108,"269,203","$20,906,304.98",6.50%
05/11/2022,ARKX,KOMATSU LTD,6301,6496584,"854,088","$20,294,252.37",6.30%
05/11/2022,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"85,100","$20,226,568.00",6.28%
05/11/2022,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"564,149","$19,355,952.19",6.01%
05/11/2022,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,"1,936,445","$11,909,136.75",3.70%
05/11/2022,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"250,338","$10,041,105.02",3.12%
05/11/2022,ARKX,DEERE & CO,DE,244199105,"27,290","$9,954,027.50",3.09%
05/11/2022,ARKX,GARMIN LTD,GRMN U,B3Z5T14,"84,317","$8,536,253.08",2.65%
05/11/2022,ARKX,JD LOGISTICS INC,2618,BNMBPD9,"4,467,226","$8,456,591.96",2.63%
05/11/2022,ARKX,AMAZON.COM INC,AMZN,023135106,"3,625","$7,892,277.50",2.45%
05/11/2022,ARKX,TERADYNE INC,TER,880770102,"75,100","$7,694,746.00",2.39%
05/11/2022,ARKX,UIPATH INC - CLASS A,PATH,90364P105,"487,131","$7,633,342.77",2.37%
05/11/2022,ARKX,ALPHABET INC-CL C,GOOG,02079K107,"3,163","$7,248,615.47",2.25%
05/11/2022,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,"35,027","$7,090,865.88",2.20%
05/11/2022,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,"2,093,556","$6,992,477.04",2.17%
05/11/2022,ARKX,JOBY AVIATION INC,JOBY,G65163100,"1,389,651","$6,350,705.07",1.97%
05/11/2022,ARKX,THALES SA,HO,4162791,"50,961","$6,270,405.16",1.95%
05/11/2022,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,"2,094,063","$5,863,376.40",1.82%
05/11/2022,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,"187,552","$5,861,000.00",1.82%
05/11/2022,ARKX,VELO3D INC,VLD,92259N104,"1,890,727","$5,086,055.63",1.58%
05/11/2022,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,"25,664","$4,998,577.28",1.55%
05/11/2022,ARKX,UNITY SOFTWARE INC,U,91332U101,"103,376","$4,975,486.88",1.55%
05/11/2022,ARKX,MYNARIC AG,MYNA,62857X101,"595,021","$4,843,470.94",1.50%
05/11/2022,ARKX,AIRBUS SE,AIR,4012250,"36,225","$3,991,672.46",1.24%
05/11/2022,ARKX,HEICO CORP,HEI,422806109,"28,544","$3,865,999.36",1.20%
05/11/2022,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,"8,677","$3,810,331.01",1.18%
05/11/2022,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,"9,383","$3,678,229.83",1.14%
05/11/2022,ARKX,SYNOPSYS INC,SNPS,871607107,"12,675","$3,428,714.25",1.07%
05/11/2022,ARKX,ANSYS INC,ANSS,03662Q105,"12,012","$3,010,687.68",0.94%
05/11/2022,ARKX,3D SYSTEMS CORP,DDD,88554D205,"250,159","$2,539,113.85",0.79%
05/11/2022,ARKX,PROTO LABS INC,PRLB,743713109,"30,907","$1,268,423.28",0.39%
05/11/2022,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,"494,290","$494,289.59",0.15%
