date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/09/2021,ARKW,TESLA INC,TSLA,88160R101,"821,179","$619,062,212.73",10.82%
09/09/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,"8,546,777","$320,675,073.04",5.61%
09/09/2021,ARKW,TWITTER INC,TWTR,90184L102,"4,563,861","$284,191,624.47",4.97%
09/09/2021,ARKW,UNITY SOFTWARE INC,U,91332U101,"2,110,830","$282,049,104.60",4.93%
09/09/2021,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"1,056,664","$272,830,644.80",4.77%
09/09/2021,ARKW,TELADOC HEALTH INC,TDOC,87918A105,"1,936,287","$270,809,099.82",4.73%
09/09/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"163,837","$242,119,956.97",4.23%
09/09/2021,ARKW,DRAFTKINGS INC - CL A,DKNG,26142R104,"3,524,479","$223,416,723.81",3.91%
09/09/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"880,939","$219,952,849.52",3.85%
09/09/2021,ARKW,ROKU INC,ROKU,77543R102,"652,098","$218,218,074.72",3.81%
09/09/2021,ARKW,TWILIO INC - A,TWLO,90138F102,"615,142","$216,966,734.82",3.79%
09/09/2021,ARKW,SQUARE INC - A,SQ,852234103,"851,876","$216,989,854.72",3.79%
09/09/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,"583,813","$171,407,496.80",3.00%
09/09/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,70614W100,"1,671,340","$162,955,650.00",2.85%
09/09/2021,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"6,014,194","$153,843,082.52",2.69%
09/09/2021,ARKW,UIPATH INC - CLASS A,PATH,90364P105,"2,214,124","$124,987,299.80",2.19%
09/09/2021,ARKW,ZILLOW GROUP INC - C,Z,98954M200,"1,327,338","$125,420,167.62",2.19%
09/09/2021,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"1,372,044","$114,579,394.44",2.00%
09/09/2021,ARKW,ETSY INC,ETSY,29786A106,"441,995","$94,927,266.15",1.66%
09/09/2021,ARKW,SPLUNK INC,SPLK,848637104,"586,568","$91,064,682.00",1.59%
09/09/2021,ARKW,SEA LTD-ADR,SE,81141R100,"238,753","$82,083,281.40",1.43%
09/09/2021,ARKW,SKILLZ INC,SKLZ,83067L109,"6,401,887","$73,877,775.98",1.29%
09/09/2021,ARKW,ADYEN NV-UNSPON ADR,ADYEY,00783V104,"2,222,296","$69,557,864.80",1.22%
09/09/2021,ARKW,LENDINGCLUB CORP,LC,52603A208,"2,289,705","$69,698,620.20",1.22%
09/09/2021,ARKW,PAGERDUTY INC,PD,69553P100,"1,404,928","$64,739,082.24",1.13%
09/09/2021,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"493,936","$63,312,716.48",1.11%
09/09/2021,ARKW,OKTA INC,OKTA,679295105,"238,613","$62,864,980.98",1.10%
09/09/2021,ARKW,WALT DISNEY CO/THE,DIS,254687106,"339,398","$62,839,539.70",1.10%
09/09/2021,ARKW,FARFETCH LTD-CLASS A,FTCH,30744W107,"1,498,960","$61,157,568.00",1.07%
09/09/2021,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"2,748,927","$61,218,604.29",1.07%
09/09/2021,ARKW,SNAP INC - A,SNAP,83304A106,"805,248","$59,693,034.24",1.04%
09/09/2021,ARKW,VERACYTE INC,VCYT,92337F107,"1,172,431","$58,433,961.04",1.02%
09/09/2021,ARKW,VUZIX CORP,VUZI,92921W300,"4,926,253","$58,277,572.99",1.02%
09/09/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,"200,549","$57,202,591.27",1.00%
09/09/2021,ARKW,MERCADOLIBRE INC,MELI,58733R102,"29,962","$57,111,766.68",1.00%
09/09/2021,ARKW,DOCUSIGN INC,DOCU,256163106,"190,313","$53,599,753.32",0.94%
09/09/2021,ARKW,LIVEPERSON INC,LPSN,538146101,"768,647","$50,892,117.87",0.89%
09/09/2021,ARKW,KHOSLA VENTURES ACQUISITIO-A,KVSB,482505104,"4,593,373","$46,025,597.46",0.80%
09/09/2021,ARKW,NANO DIMENSION LTD - ADR,NNDM,63008G203,"7,141,876","$43,708,281.12",0.76%
09/09/2021,ARKW,2U INC,TWOU,90214J101,"1,167,399","$41,629,448.34",0.73%
09/09/2021,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"918,668","$36,792,653.40",0.64%
09/09/2021,ARKW,CONCORD ACQUISITION CORP -A,CND,206071102,"2,790,847","$28,717,815.63",0.50%
09/09/2021,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"317,400","$22,948,020.00",0.40%
09/09/2021,ARKW,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,"7,264,439.54","$7,264,439.54",0.13%
09/09/2021,ARKW,SNOWFLAKE INC-CLASS A,SNOW,833445109,98,"$31,173.80",0.00%
