date,fund,company,ticker,cusip,shares,market value ($),weight (%)
08/23/2021,ARKQ,TESLA INC,TSLA,88160R101,"458,185","$311,684,928.10",11.93%
08/23/2021,ARKQ,TRIMBLE INC,TRMB,896239100,"2,191,114","$198,493,017.26",7.60%
08/23/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"7,094,392","$155,863,792.24",5.97%
08/23/2021,ARKQ,UNITY SOFTWARE INC,U,91332U101,"1,266,719","$155,603,761.96",5.96%
08/23/2021,ARKQ,UIPATH INC - CLASS A,PATH,90364P105,"2,333,584","$141,788,563.84",5.43%
08/23/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"3,501,020","$140,145,830.60",5.37%
08/23/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,"48,293","$133,710,760.82",5.12%
08/23/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,"259,512","$92,689,901.04",3.55%
08/23/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,"1,147,849","$73,026,153.38",2.80%
08/23/2021,ARKQ,DEERE & CO,DE,244199105,"203,996","$71,690,314.28",2.74%
08/23/2021,ARKQ,3D SYSTEMS CORP,DDD,88554D205,"2,473,075","$68,974,061.75",2.64%
08/23/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,"2,775,824","$66,619,776.00",2.55%
08/23/2021,ARKQ,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,"1,912,983","$65,041,422.00",2.49%
08/23/2021,ARKQ,TERADYNE INC,TER,880770102,"558,176","$63,386,466.56",2.43%
08/23/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,559222401,"734,729","$57,059,054.14",2.18%
08/23/2021,ARKQ,AEROVIRONMENT INC,AVAV,008073108,"556,120","$55,339,501.20",2.12%
08/23/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,N6596X109,"258,177","$52,926,285.00",2.03%
08/23/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,"2,123,649","$52,942,569.57",2.03%
08/23/2021,ARKQ,CATERPILLAR INC,CAT,149123101,"226,733","$46,466,661.02",1.78%
08/23/2021,ARKQ,MARKFORGED HOLDING CORP,MKFG,57064N102,"5,205,432","$41,487,293.04",1.59%
08/23/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,"7,128,563","$40,205,095.32",1.54%
08/23/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,"38,075","$39,743,446.50",1.52%
08/23/2021,ARKQ,SYNOPSYS INC,SNPS,871607107,"122,701","$38,881,492.88",1.49%
08/23/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,879360105,"84,304","$37,975,579.84",1.45%
08/23/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,"245,052","$35,593,803.00",1.36%
08/23/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,"244,473","$33,651,708.45",1.29%
08/23/2021,ARKQ,2U INC,TWOU,90214J101,"856,768","$30,261,045.76",1.16%
08/23/2021,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,"1,458,750","$29,539,687.50",1.13%
08/23/2021,ARKQ,NVIDIA CORP,NVDA,67066G104,"138,503","$28,830,784.48",1.10%
08/23/2021,ARKQ,VUZIX CORP,VUZI,92921W300,"2,404,226","$28,177,528.72",1.08%
08/23/2021,ARKQ,BLADE AIR MOBILITY INC,BLDE,092667104,"3,899,726","$28,195,018.98",1.08%
08/23/2021,ARKQ,ANSYS INC,ANSS,03662Q105,"76,406","$27,675,781.32",1.06%
08/23/2021,ARKQ,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,"2,763,976","$27,501,561.20",1.05%
08/23/2021,ARKQ,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,"2,718,053","$26,963,085.76",1.03%
08/23/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,"360,715","$23,578,135.98",0.90%
08/23/2021,ARKQ,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"145,611","$23,000,713.56",0.88%
08/23/2021,ARKQ,STRATASYS LTD,SSYS,M85548101,"1,052,829","$21,393,485.28",0.82%
08/23/2021,ARKQ,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"844,453","$20,275,316.53",0.78%
08/23/2021,ARKQ,PROTO LABS INC,PRLB,743713109,"184,523","$12,942,443.22",0.50%
08/23/2021,ARKQ,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,"6,200,690.39","$6,200,690.39",0.24%
08/23/2021,ARKQ,EXONE CO/THE,XONE,302104104,"232,194","$5,296,345.14",0.20%
08/23/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO,68620A203,"140,523","$1,004,739.45",0.04%
